task,category,style_consistent,phrase_lo,succ_lo,n_lo,phrase_hi,succ_hi,n_hi,gap_pp,z,change
widowx_pepsi_on_plate_clean,slight restructure,True,put the pepsi can on the plate,43.8,96,put pepsi can on plate,60.8,816,17.0,3.21,reorder/determiners
widowx_pepsi_on_plate_clean,noun/adjective synonym,False,Place the Pepsi can on the plate.,30.2,576,place the blue can on the plate,47.2,72,17.0,2.92,pepsi -> blue
widowx_pepsi_on_plate_clean,verb synonym,False,Put the blue can on the plate.,30.2,96,place the blue can on the plate,47.2,72,17.0,2.25,put -> place
widowx_nut_on_plate_clean,noun/adjective synonym,False,Get the nut on the plate,30.3,264,Put the nut on the plate.,47.2,144,16.9,3.4,get -> put
widowx_coke_can_on_keyboard_clean,verb synonym,False,set the red soda can on the black keyboard,4.2,144,Place the red soda can on the black keyboard,20.8,24,16.7,3.06,place -> set
widowx_cube_on_plate_clean,noun/adjective synonym,False,Put the green cube on the plate,70.8,48,put the green block on the plate,87.5,120,16.7,2.58,cube -> block
widowx_coke_can_on_keyboard_clean,verb synonym,False,Move the red can onto the black keyboard.,4.2,48,place the red can onto the black keyboard,20.8,48,16.7,2.47,move -> place
widowx_coke_can_on_keyboard_clean,case/punctuation only,False,grab the red soda can and put it on the black keyboard,4.2,48,Grab the red soda can and put it on the black keyboard.,20.8,24,16.7,2.25, -> 
widowx_coke_can_on_keyboard_clean,slight restructure,False,Please drop the Coke on the keyboard.,12.5,120,drop the Coke on the keyboard,29.2,24,16.7,2.07,reorder/determiners
widowx_coke_can_on_keyboard_clean,noun/adjective synonym,False,grab the red soda can and put it on the black keyboard,4.2,48,Grab the red coke can and put it on the black keyboard.,20.8,24,16.7,2.25,coke -> soda
widowx_cube_on_plate_clean,case/punctuation only,False,put the small teal block on the light green circular dish,52.1,48,Put the small teal block on the light green circular dish.,68.8,144,16.7,2.09, -> 
widowx_eggplant_on_sponge_clean,verb synonym,True,put the purple eggplant on the green and yellow sponge,72.9,192,place the purple eggplant on the green and yellow sponge,89.6,48,16.7,2.43,place -> put
widowx_coke_can_on_keyboard_clean,verb synonym,True,Move the red coke can onto the black keyboard.,4.2,48,Place the red coke can onto the black keyboard.,20.8,48,16.7,2.47,move -> place
widowx_coke_can_on_keyboard_clean,noun/adjective synonym,True,Put the beverage can on the keyboard.,0.0,96,Put the Coke can on the keyboard.,16.7,72,16.7,4.15,coke -> beverage
widowx_eggplant_on_sponge_clean,verb synonym,True,move the purple eggplant on the green and yellow sponge,72.9,48,place the purple eggplant on the green and yellow sponge,89.6,48,16.7,2.09,move -> place
widowx_coke_can_on_keyboard_clean,verb synonym,False,Move the red coke can onto the black keyboard.,4.2,48,put the red coke can onto the black keyboard,20.8,24,16.7,2.25,move -> put
widowx_coke_can_on_keyboard_clean,noun/adjective synonym,False,put the beverage can on the keyboard,0.0,24,Put the Coke can on the keyboard.,16.7,72,16.7,2.14,coke -> beverage
widowx_coke_can_on_keyboard_clean,case/punctuation only,False,Put the Coke on the keyboard.,10.4,48,put the coke on the keyboard,27.1,48,16.7,2.09, -> 
widowx_nut_on_wheel_clean,verb synonym,False,Position the nut right on the wheel.,4.2,120,put the nut right on the wheel,20.8,24,16.7,2.93,position -> put
widowx_nut_on_wheel_clean,noun/adjective synonym,False,place the grey nut on the black wheel,0.0,24,Place the grey nut on the black tire.,16.7,24,16.7,2.09,tire -> wheel
widowx_coke_can_on_keyboard_clean,verb synonym,True,slide the red can onto the black keyboard,4.2,48,place the red can onto the black keyboard,20.8,48,16.7,2.47,place -> slide
widowx_coke_can_on_keyboard_clean,verb synonym,True,put the red can onto the black keyboard,4.2,72,place the red can onto the black keyboard,20.8,48,16.7,2.88,place -> put
widowx_nut_on_wheel_clean,preposition synonym,False,set the nut to the tire,0.0,24,Set the nut on the tire.,16.7,24,16.7,2.09,on -> to
widowx_coke_can_on_keyboard_clean,verb synonym,True,take the red can on the black keyboard,0.0,24,place the red can on the black keyboard,16.7,24,16.7,2.09,place -> take
widowx_coke_can_on_keyboard_clean,verb synonym,True,slide the red can on the black keyboard,0.0,24,place the red can on the black keyboard,16.7,24,16.7,2.09,place -> slide
widowx_nut_on_wheel_clean,noun/adjective synonym,False,put the nut onto the tire,4.2,48,put the nut onto the wheel.,20.8,24,16.7,2.25,tire -> wheel
widowx_nut_on_wheel_clean,verb synonym,False,Drop the nut onto the wheel.,4.2,120,put the nut onto the wheel.,20.8,24,16.7,2.93,drop -> put
widowx_nut_on_wheel_clean,noun/adjective synonym,True,set the gray nut onto the center of the rubber wheel,0.0,96,set the small nut onto the center of the rubber wheel,16.7,48,16.7,4.12,gray -> small
widowx_coke_can_on_keyboard_clean,verb synonym,True,set the coke can onto the keyboard,16.7,96,place the coke can onto the keyboard,33.3,48,16.7,2.27,place -> set
widowx_coke_can_on_keyboard_clean,verb synonym,False,Transfer the red Coke can to the black keyboard.,4.2,48,set the red coke can to the black keyboard,20.8,24,16.7,2.25,transfer -> set
widowx_coke_can_on_keyboard_clean,verb synonym,False,Set the red can onto the black keyboard.,4.2,96,place the red can onto the black keyboard,20.8,48,16.7,3.18,set -> place
widowx_orange_juice_on_plate_clean,case/punctuation only,False,Put the orange juice carton onto the yellow dish.,12.5,48,put the orange juice carton onto the yellow dish,29.2,48,16.7,2.01, -> 
widowx_pepsi_on_plate_clean,verb synonym,False,Drop the Pepsi can onto the plate.,25.0,120,put the pepsi can onto the plate,41.7,48,16.7,2.13,drop -> put
widowx_coke_can_on_keyboard_clean,noun/adjective synonym,False,Put the red can on the keyboard.,4.2,48,put the Coke can on the keyboard,20.8,24,16.7,2.25,red -> coke
widowx_coke_can_on_wheel_clean,verb synonym,False,Set the Coke can on top of the wheel.,12.5,48,put the coke can on top of the wheel,29.2,48,16.7,2.01,set -> put
widowx_cube_on_plate_clean,preposition synonym,False,set the green cube into the plate,66.7,72,Set the green cube to the plate.,83.3,48,16.7,2.02,to -> into
widowx_coke_can_on_wheel_clean,verb synonym,False,rest the soda can on the black wheel,6.2,48,put the soda can on the black wheel.,22.9,48,16.7,2.31,put -> rest
widowx_coke_can_on_wheel_clean,preposition synonym,True,set the red coke can onto the black wheel,29.2,120,set the red coke can in the black wheel,45.8,96,16.7,2.53,in -> onto
widowx_coke_can_on_keyboard_clean,noun/adjective synonym,True,Put the red can on the keyboard.,4.2,48,Put the cola can on the keyboard.,20.8,24,16.7,2.25,cola -> red
widowx_coke_can_on_keyboard_clean,noun/adjective synonym,False,Put the can on the keyboard.,0.0,24,put the Coke on the keyboard,16.7,24,16.7,2.09,can -> coke
widowx_cube_on_plate_clean,verb synonym,False,set the green cube onto the plate,70.8,96,Drop the green cube onto the plate.,87.5,240,16.7,3.65,drop -> set
widowx_cube_on_plate_clean,noun/adjective synonym,False,set the green cube onto the plate,70.8,96,Set the green cube onto that plate.,87.5,48,16.7,2.22,that -> the
widowx_coke_can_on_keyboard_clean,verb synonym,False,set the red soda can on the black keyboard,4.2,144,put the red soda can on the black keyboard?,20.8,48,16.7,3.62,put -> set
widowx_carrot_on_sponge_clean,verb synonym,False,Put the carrot onto the sponge.,20.8,72,place the carrot onto the sponge,37.5,96,16.7,2.33,put -> place
widowx_carrot_on_ramekin_clean,noun/adjective synonym,True,Move the orange carrot to the white ramekin.,8.3,48,Move the orange carrot to the white bowl.,25.0,48,16.7,2.19,bowl -> ramekin
widowx_cube_on_plate_clean,preposition synonym,True,set the green cube into the plate,66.7,72,set the green cube on the plate,83.3,336,16.7,3.23,into -> on
widowx_eggplant_on_sponge_clean,slight restructure,False,put purple eggplant on sponge,70.8,96,Put the purple eggplant on the sponge.,87.5,72,16.7,2.58,reorder/determiners
widowx_eggplant_on_keyboard_clean,slight restructure,False,Put the eggplant on the black keyboard.,31.2,144,put eggplant on black keyboard,47.9,48,16.7,2.09,reorder/determiners
widowx_eggplant_on_keyboard_clean,preposition synonym,False,put the eggplant to the keyboard,11.1,72,Put the eggplant onto the keyboard.,27.7,264,16.5,2.91,onto -> to
widowx_nut_on_plate_clean,verb synonym,True,Move the nut onto the plate.,18.1,72,Transfer the nut onto the plate.,34.4,96,16.3,2.35,move -> transfer
widowx_eggplant_on_keyboard_clean,verb synonym,False,Drop the eggplant onto the keyboard.,20.8,288,Place the eggplant onto the keyboard,37.1,264,16.3,4.23,drop -> place
widowx_eggplant_on_keyboard_clean,verb synonym,False,drop the eggplant onto the keyboard,20.8,48,Place the eggplant onto the keyboard,37.1,264,16.3,2.18,place -> drop
widowx_eggplant_on_keyboard_clean,verb synonym,False,put the eggplant onto the keyboard,20.8,120,Place the eggplant onto the keyboard,37.1,264,16.3,3.17,place -> put
widowx_eggplant_on_sponge_clean,verb synonym,False,put the eggplant on the sponge.,66.7,48,Position the eggplant on the sponge.,82.9,240,16.3,2.58,position -> put
widowx_eggplant_on_keyboard_clean,verb synonym,False,set the eggplant onto the keyboard,20.8,48,Place the eggplant onto the keyboard,37.1,264,16.3,2.18,place -> set
widowx_eggplant_on_keyboard_clean,verb synonym,False,Lay the purple eggplant on the black keyboard,29.2,72,put the purple eggplant on the black keyboard,45.3,408,16.2,2.56,lay -> put
widowx_carrot_on_sponge_clean,preposition synonym,False,Put the carrot onto the sponge.,20.8,72,put the carrot on the sponge,37.1,240,16.2,2.57,onto -> on
widowx_carrot_on_ramekin_clean,noun/adjective synonym,False,Put the carrot in the bowl.,10.8,120,toss the carrot in the bowl,27.1,48,16.2,2.63,put -> toss
widowx_coke_can_on_wheel_clean,preposition synonym,True,put the red soda can on the black tire,18.8,48,put the red soda can onto the black tire,35.0,120,16.2,2.07,on -> onto
widowx_nut_on_plate_clean,verb synonym,False,Move the nut onto the plate.,18.1,72,set the nut onto the plate,34.2,120,16.1,2.4,move -> set
widowx_eggplant_on_sponge_clean,slight restructure,False,set the purple eggplant on top of the yellow and green sponge,63.1,168,Set the purple eggplant on top of the green and yellow sponge.,79.2,120,16.1,2.93,reorder/determiners
widowx_carrot_on_sponge_clean,verb synonym,False,put the carrot on the sponge.,25.0,48,rest the carrot on the sponge,41.1,192,16.1,2.06,put -> rest
widowx_pepsi_on_plate_clean,preposition synonym,True,Set the blue can to the plate.,20.8,48,Set the blue can on the plate.,36.8,144,16.0,2.04,on -> to
widowx_cube_on_plate_clean,verb synonym,True,set the green block on the plate,71.5,144,put the green block on the plate,87.5,120,16.0,3.16,put -> set
widowx_coke_can_on_keyboard_clean,verb synonym,True,Put the Coke on the keyboard.,10.4,48,Drop the Coke on the keyboard.,26.4,72,16.0,2.14,drop -> put
widowx_nut_on_plate_clean,slight restructure,False,put the nut on the plate,38.2,288,"put the nut on the plate, please.",54.2,48,16.0,2.09,reorder/determiners
widowx_carrot_on_ramekin_clean,noun/adjective synonym,False,put the carrot in the bowl.,11.1,72,toss the carrot in the bowl,27.1,48,16.0,2.26,put -> toss
widowx_nut_on_plate_clean,verb synonym,False,set the nut on the plate,29.9,264,Put the nut on the plate,45.8,72,15.9,2.54,put -> set
widowx_nut_on_plate_clean,verb synonym,False,Lay the nut onto the plate,32.7,312,put the nut onto the plate,48.6,144,15.9,3.26,lay -> put
widowx_nut_on_plate_clean,verb synonym,True,set the nut on the plate,29.9,264,drop the nut on the plate,45.8,72,15.9,2.54,drop -> set
widowx_nut_on_plate_clean,noun/adjective synonym,True,Put the nut onto the dish.,25.0,48,Put the nut onto the plate.,40.9,264,15.9,2.08,dish -> plate
widowx_carrot_on_sponge_clean,case/punctuation only,False,Drop the carrot onto the sponge.,23.8,480,drop the carrot onto the sponge,39.6,96,15.8,3.21, -> 
widowx_cube_on_plate_clean,case/punctuation only,False,get the cube onto that plate,54.2,48,Get the cube onto that plate.,70.0,240,15.8,2.14, -> 
widowx_carrot_on_ramekin_clean,noun/adjective synonym,True,put the carrot in the little bowl,14.6,48,put the carrot in the white bowl,30.4,240,15.8,2.24,little -> white
widowx_eggplant_on_keyboard_clean,preposition synonym,False,Put the eggplant onto the black keyboard.,38.3,120,put the eggplant on the black keyboard,54.2,96,15.8,2.32,onto -> on
widowx_eggplant_on_keyboard_clean,preposition synonym,False,put the eggplant on the keyboard,12.0,192,Put the eggplant onto the keyboard.,27.7,264,15.7,4.05,onto -> on
widowx_cube_on_plate_clean,noun/adjective synonym,True,Move the green block onto the yellow dish.,55.1,312,Move the green cube onto the yellow dish.,70.8,72,15.7,2.43,block -> cube
widowx_eggplant_on_sponge_clean,verb synonym,False,put the eggplant onto the sponge.,70.8,24,Drop the eggplant onto the sponge.,86.6,216,15.7,2.05,drop -> put
widowx_pepsi_on_plate_clean,verb synonym,False,Move the blue can onto the yellow plate.,19.8,96,place the blue can onto the yellow plate,35.4,48,15.6,2.04,move -> place
widowx_eggplant_on_keyboard_clean,verb synonym,True,Move the purple eggplant onto the black keyboard.,16.7,192,Set the purple eggplant onto the black keyboard.,32.3,192,15.6,3.56,move -> set
widowx_coke_can_on_keyboard_clean,noun/adjective synonym,False,Put the red can on the black keyboard.,9.4,96,put the red coke on the black keyboard,25.0,24,15.6,2.07,can -> coke
widowx_coke_can_on_wheel_clean,noun/adjective synonym,True,Put the red soda can in the middle of the black tire.,3.1,96,Put the red soda can in the center of the black tire.,18.8,48,15.6,3.2,center -> middle
widowx_coke_can_on_keyboard_clean,noun/adjective synonym,False,set the red cola can on the black keyboard,9.4,96,Set the red beverage can on the black keyboard,25.0,24,15.6,2.07,beverage -> cola
widowx_nut_on_plate_clean,case/punctuation only,False,put the hex nut on the plate,25.0,48,Put the hex nut on the plate.,40.6,192,15.6,2.0, -> 
widowx_orange_juice_on_plate_clean,noun/adjective synonym,False,Put the juice carton onto the plate.,26.0,192,put the juice box onto the plate,41.7,48,15.6,2.13,carton -> box
widowx_carrot_on_ramekin_clean,verb synonym,True,Drop the carrot inside the ramekin.,25.0,240,Place the carrot inside the ramekin.,40.6,96,15.6,2.84,drop -> place
widowx_nut_on_plate_clean,noun/adjective synonym,True,Get the nut on the plate,30.3,264,Put the nut on the plate,45.8,72,15.5,2.47,get -> put
widowx_eggplant_on_sponge_clean,preposition synonym,False,set the purple eggplant on the sponge,74.0,312,Set the purple eggplant onto the sponge.,89.6,48,15.5,2.35,onto -> on
widowx_nut_on_plate_clean,noun/adjective synonym,False,Get the nut on the plate,30.3,264,drop the nut on the plate,45.8,72,15.5,2.47,get -> drop
widowx_eggplant_on_keyboard_clean,verb synonym,True,Move the eggplant to the keyboard.,5.4,168,Transfer the eggplant to the keyboard.,20.8,48,15.5,3.34,move -> transfer
widowx_pepsi_on_plate_clean,noun/adjective synonym,False,Put the blue can on the yellow plate.,17.9,168,put the blue can on the green plate,33.3,48,15.5,2.31,yellow -> green
widowx_carrot_on_sponge_clean,verb synonym,False,set the orange carrot on the sponge,24.2,120,Lay the orange carrot on the sponge.,39.6,48,15.4,2.0,lay -> set
widowx_carrot_on_sponge_clean,verb synonym,True,set the carrot onto the sponge,24.2,120,drop the carrot onto the sponge,39.6,96,15.4,2.43,drop -> set
widowx_pepsi_on_plate_clean,noun/adjective synonym,True,Put the soda can on the plate.,20.8,48,Put the Pepsi can on the plate.,36.2,480,15.4,2.14,pepsi -> soda
widowx_nut_on_wheel_clean,verb synonym,False,place the grey nut on the black wheel,0.0,24,Put the grey nut on the black wheel.,15.3,72,15.3,2.03,put -> place
widowx_eggplant_on_sponge_clean,slight restructure,False,Place the purple eggplant on the yellow and green sponge.,74.3,144,place the purple eggplant on the green and yellow sponge,89.6,48,15.3,2.22,reorder/determiners
widowx_coke_can_on_wheel_clean,verb synonym,True,move the red can on the black wheel,2.1,48,put the red can on the black wheel,17.4,144,15.3,2.68,move -> put
widowx_nut_on_wheel_clean,verb synonym,False,set the nut on top of the black wheel,9.7,144,Place the nut on top of the black wheel.,25.0,48,15.3,2.68,place -> set
widowx_nut_on_plate_clean,noun/adjective synonym,True,Deposit the small dark hexagonal nut onto the round pale yellow plate.,26.4,72,Deposit the small dark hexagonal nut onto the round pale yellow dish.,41.7,96,15.3,2.05,dish -> plate
widowx_nut_on_wheel_clean,verb synonym,True,set the nut on top of the black wheel,9.7,144,place the nut on top of the black wheel,25.0,24,15.3,2.14,place -> set
widowx_eggplant_on_sponge_clean,case/punctuation only,False,Set the little eggplant down on the sponge.,66.0,144,set the little eggplant down on the sponge,81.2,48,15.3,2.0, -> 
widowx_carrot_on_ramekin_clean,preposition synonym,True,Put the carrot in the bowl.,10.8,120,Put the carrot into the bowl.,26.0,96,15.2,2.92,in -> into
widowx_nut_on_plate_clean,noun/adjective synonym,False,place the grey nut on the yellow plate,15.3,72,Place the black nut on the yellow plate.,30.4,168,15.1,2.45,black -> grey
widowx_nut_on_plate_clean,noun/adjective synonym,False,get the nut on the plate,25.6,168,Place the nut on the plate,40.7,432,15.1,3.46,place -> get
widowx_cube_on_plate_clean,verb synonym,False,set the green block on the plate,71.5,144,Place the green block on the plate.,86.7,120,15.1,2.98,place -> set
widowx_coke_can_on_keyboard_clean,noun/adjective synonym,False,Put the red soda can on the black keyboard.,10.0,120,Put the red drink can on the black keyboard,25.0,48,15.0,2.51,drink -> soda
widowx_nut_on_wheel_clean,verb synonym,False,grab the nut and put it on the wheel,0.0,72,Grab the nut and place it on the wheel.,15.0,120,15.0,3.45,place -> put
widowx_nut_on_wheel_clean,noun/adjective synonym,False,grab the nut and place it on the tire,0.0,72,Grab the nut and place it on the wheel.,15.0,120,15.0,3.45,wheel -> tire
widowx_carrot_on_sponge_clean,verb synonym,False,pick up the carrot and place it on the sponge,23.6,72,Pick up the carrot and put it on the sponge.,38.5,192,14.9,2.27,put -> place
widowx_eggplant_on_sponge_clean,verb synonym,False,drop the eggplant onto the sponge,62.5,48,Put the eggplant onto the sponge.,77.4,168,14.9,2.07,put -> drop
widowx_coke_can_on_wheel_clean,verb synonym,False,put the red soda can in the black tire,28.1,96,Place the red soda can in the black tire.,43.1,144,14.9,2.35,place -> put
widowx_carrot_on_ramekin_clean,preposition synonym,False,put the carrot in the bowl.,11.1,72,Put the carrot into the bowl.,26.0,96,14.9,2.41,into -> in
widowx_orange_juice_on_plate_clean,noun/adjective synonym,False,Put the juice carton onto the yellow dish.,18.6,360,put the orange carton onto the yellow dish,33.3,48,14.7,2.38,juice -> orange
widowx_coke_can_on_wheel_clean,case/punctuation only,False,Stack the Coke can on the wheel.,6.2,192,stack the coke can on the wheel,20.8,48,14.6,3.13, -> 
widowx_eggplant_on_sponge_clean,verb synonym,False,Put the small purple eggplant on top of the green and yellow sponge.,66.7,48,set the small purple eggplant on top of the green and yellow sponge,81.2,144,14.6,2.1,put -> set
widowx_eggplant_on_keyboard_clean,verb synonym,True,set the eggplant on the black keyboard,39.6,96,put the eggplant on the black keyboard,54.2,96,14.6,2.02,put -> set
widowx_eggplant_on_sponge_clean,verb synonym,True,place the purple eggplant on the green sponge,66.7,48,put the purple eggplant on the green sponge,81.3,144,14.6,2.1,place -> put
widowx_coke_can_on_keyboard_clean,verb synonym,True,Move the red coke can onto the black keyboard.,4.2,48,Drop the red coke can onto the black keyboard.,18.7,48,14.6,2.24,drop -> move
widowx_coke_can_on_wheel_clean,verb synonym,True,move the red can on the black wheel,2.1,48,transfer the red can on the black wheel,16.7,24,14.6,2.29,move -> transfer
widowx_carrot_on_sponge_clean,preposition synonym,True,set the carrot onto the sponge,24.2,120,set the carrot on the sponge,38.8,312,14.6,2.86,on -> onto
widowx_coke_can_on_wheel_clean,preposition synonym,False,move the red can on the black wheel,2.1,48,Move the red can to the black wheel.,16.7,24,14.6,2.29,to -> on
widowx_nut_on_wheel_clean,verb synonym,False,set the nut on the tire,10.4,48,Put the nut on the tire.,25.0,216,14.6,2.19,put -> set
widowx_carrot_on_ramekin_clean,verb synonym,True,Set the carrot inside the ramekin.,26.0,96,Place the carrot inside the ramekin.,40.6,96,14.6,2.14,place -> set
widowx_nut_on_plate_clean,verb synonym,False,Move the nut onto the plate.,18.1,72,Lay the nut onto the plate,32.7,312,14.6,2.44,lay -> move
widowx_pepsi_on_plate_clean,verb synonym,True,move the blue can on the yellow plate,10.4,48,set the blue can on the yellow plate,25.0,264,14.6,2.22,move -> set
widowx_coke_can_on_keyboard_clean,verb synonym,False,move the red coke can onto the black keyboard,6.2,48,Place the red coke can onto the black keyboard.,20.8,48,14.6,2.09,place -> move
widowx_cube_on_plate_clean,verb synonym,False,Put the green block on the plate.,77.1,96,drop the green block on the plate,91.7,48,14.6,2.14,put -> drop
widowx_cube_on_plate_clean,verb synonym,False,pick up the green cube and place it on the plate,75.0,96,Pick up the green cube and put it on the plate.,89.6,48,14.6,2.06,put -> place
widowx_coke_can_on_keyboard_clean,case/punctuation only,False,Place the red can onto the black keyboard.,6.2,96,place the red can onto the black keyboard,20.8,48,14.6,2.63, -> 
widowx_pepsi_on_plate_clean,verb synonym,False,Place the Pepsi can on the plate.,30.2,576,set the pepsi can on the plate,44.8,192,14.6,3.7,place -> set
widowx_eggplant_on_keyboard_clean,verb synonym,True,put the eggplant on the keyboard,12.0,192,set the eggplant on the keyboard,26.4,216,14.4,3.66,put -> set
widowx_carrot_on_sponge_clean,case/punctuation only,False,Put the carrot on the green sponge.,30.0,120,put the carrot on the green sponge,44.4,144,14.4,2.41, -> 
widowx_eggplant_on_keyboard_clean,verb synonym,True,place the purple eggplant on the black keyboard,37.5,72,set the purple eggplant on the black keyboard,51.9,360,14.4,2.24,place -> set
widowx_carrot_on_sponge_clean,slight restructure,True,put the orange carrot on the yellow and green sponge,11.5,96,put the orange carrot on the green and yellow sponge,25.8,240,14.4,2.89,reorder/determiners
widowx_nut_on_plate_clean,verb synonym,False,put the black nut on the yellow plate,16.0,144,Place the black nut on the yellow plate.,30.4,168,14.4,2.98,place -> put
widowx_nut_on_plate_clean,verb synonym,True,set the nut onto the plate,34.2,120,put the nut onto the plate,48.6,144,14.4,2.37,put -> set
widowx_nut_on_wheel_clean,preposition synonym,False,put the nut on the tire,14.3,168,Put the nut onto the tire.,28.6,168,14.3,3.19,onto -> on
widowx_coke_can_on_wheel_clean,verb synonym,False,Move the red can onto the black wheel.,10.7,168,put the red can onto the black wheel,25.0,48,14.3,2.52,move -> put
widowx_eggplant_on_keyboard_clean,verb synonym,True,Put the eggplant on the keyboard.,16.2,216,Place the eggplant on the keyboard.,30.5,600,14.3,4.07,place -> put
widowx_cube_on_plate_clean,noun/adjective synonym,True,put the green cube on the plate,73.2,384,put the green block on the plate,87.5,120,14.3,3.23,block -> cube
widowx_carrot_on_ramekin_clean,noun/adjective synonym,True,Put the carrot in the bowl.,10.8,120,Toss the carrot in the bowl.,25.0,48,14.2,2.33,put -> toss
widowx_carrot_on_ramekin_clean,noun/adjective synonym,True,Put the carrot into the ramekin.,21.2,288,Put the carrot into the dish.,35.4,48,14.2,2.16,dish -> ramekin
widowx_nut_on_wheel_clean,slight restructure,True,put the nut on the black wheel,15.0,120,put nut on black wheel,29.2,96,14.2,2.53,reorder/determiners
widowx_nut_on_plate_clean,verb synonym,False,Transfer the nut onto the plate.,34.4,96,put the nut onto the plate,48.6,144,14.2,2.18,transfer -> put
widowx_eggplant_on_sponge_clean,noun/adjective synonym,True,Drop the small purple item onto the sponge.,65.0,240,Drop the small purple eggplant onto the sponge.,79.2,72,14.2,2.27,eggplant -> item
widowx_eggplant_on_sponge_clean,verb synonym,False,put the eggplant on the sponge.,66.7,48,set the eggplant on the sponge,80.9,288,14.2,2.24,put -> set
widowx_pepsi_on_plate_clean,case/punctuation only,False,Grab the Pepsi can and put it on the plate.,25.5,408,grab the pepsi can and put it on the plate,39.6,48,14.1,2.08, -> 
widowx_eggplant_on_sponge_clean,verb synonym,False,set the purple thing on the yellow and green sponge,22.9,96,Lay the purple thing on the yellow and green sponge.,37.0,216,14.1,2.45,lay -> set
widowx_nut_on_wheel_clean,noun/adjective synonym,False,set the nut on the wheel,2.7,264,Set the nut on the tire.,16.7,24,14.0,3.43,tire -> wheel
widowx_cube_on_plate_clean,preposition synonym,False,set the green cube into the plate,66.7,72,Set the green cube on the plate.,80.7,264,14.0,2.53,on -> into
widowx_eggplant_on_keyboard_clean,noun/adjective synonym,True,put the eggplant to the keyboard,11.1,72,give the eggplant to the keyboard,25.0,72,13.9,2.17,give -> put
widowx_nut_on_wheel_clean,noun/adjective synonym,False,put the nut onto the tire,4.2,48,Put the nut onto the wheel.,18.1,72,13.9,2.25,wheel -> tire
widowx_nut_on_wheel_clean,verb synonym,True,Drop the nut onto the wheel.,4.2,120,Put the nut onto the wheel.,18.1,72,13.9,3.2,drop -> put
widowx_carrot_on_keyboard_clean,verb synonym,False,put the carrot on the keyboard,0.0,27,Place the carrot on the keyboard.,13.9,36,13.9,2.02,place -> put
widowx_carrot_on_ramekin_clean,noun/adjective synonym,False,put the carrot in the bowl.,11.1,72,Toss the carrot in the bowl.,25.0,48,13.9,2.0,toss -> put
widowx_nut_on_plate_clean,verb synonym,False,Drop the nut on the plate,33.3,312,Put the nut on the plate.,47.2,144,13.9,2.84,drop -> put
widowx_coke_can_on_keyboard_clean,case/punctuation only,False,set the coca-cola on top of the keyboard,15.3,72,Set the Coca-Cola on top of the keyboard.,29.2,264,13.9,2.38, -> 
widowx_coke_can_on_keyboard_clean,slight restructure,True,Please drop the Coke on the keyboard.,12.5,120,Drop the Coke on the keyboard.,26.4,72,13.9,2.44,reorder/determiners
widowx_coke_can_on_wheel_clean,preposition synonym,False,put the red can on the black wheel,17.4,144,Put the red can into the black wheel.,31.2,96,13.9,2.51,into -> on
widowx_eggplant_on_sponge_clean,verb synonym,True,drop the purple eggplant onto the sponge,70.8,72,put the purple eggplant onto the sponge,84.7,144,13.9,2.41,drop -> put
widowx_eggplant_on_keyboard_clean,verb synonym,True,Move the purple eggplant onto the black keyboard.,16.7,192,Drop the purple eggplant onto the black keyboard.,30.6,72,13.9,2.49,drop -> move
widowx_cube_on_plate_clean,verb synonym,False,Move the green block onto the plate.,65.3,216,drop the green block onto the plate,79.2,96,13.9,2.46,move -> drop
widowx_eggplant_on_keyboard_clean,noun/adjective synonym,False,put the eggplant to the keyboard,11.1,72,Give the eggplant to the keyboard,25.0,192,13.9,2.46,give -> put
widowx_cube_on_plate_clean,verb synonym,False,Set the green block on the plate.,73.8,240,put the green block on the plate,87.5,120,13.8,2.99,set -> put
widowx_carrot_on_sponge_clean,verb synonym,False,Drop the carrot onto the sponge.,23.8,480,place the carrot onto the sponge,37.5,96,13.8,2.8,drop -> place
widowx_eggplant_on_sponge_clean,case/punctuation only,False,Put the eggplant on the sponge.,73.7,384,Put the eggplant on the sponge,87.5,48,13.8,2.09, -> 
widowx_nut_on_plate_clean,verb synonym,True,Move the nut onto the yellow plate.,11.2,624,Place the nut onto the yellow plate.,25.0,48,13.8,2.81,move -> place
widowx_eggplant_on_sponge_clean,preposition synonym,False,drop the eggplant on the sponge,72.9,48,Drop the eggplant onto the sponge.,86.6,216,13.7,2.34,onto -> on
widowx_eggplant_on_sponge_clean,verb synonym,False,set the purple eggplant on the green and yellow sponge,68.6,264,Position the purple eggplant on the green and yellow sponge.,82.3,96,13.7,2.57,position -> set
widowx_carrot_on_ramekin_clean,verb synonym,False,Place the orange carrot in the white bowl.,29.2,120,set the orange carrot in the white bowl,42.9,240,13.7,2.53,place -> set
widowx_carrot_on_sponge_clean,verb synonym,False,Move the carrot onto the sponge.,26.0,624,drop the carrot onto the sponge,39.6,96,13.6,2.77,move -> drop
widowx_coke_can_on_wheel_clean,verb synonym,False,Move the Coke can onto the tire.,7.2,360,put the coke can onto the tire,20.8,24,13.6,2.37,move -> put
widowx_eggplant_on_sponge_clean,verb synonym,False,set the purple eggplant on the sponge,74.0,312,Put the purple eggplant on the sponge.,87.5,72,13.5,2.43,put -> set
widowx_pepsi_on_plate_clean,verb synonym,False,Place the Pepsi can on the plate.,30.2,576,put the pepsi can on the plate,43.8,96,13.5,2.63,place -> put
