task,phrase,kind,base_kind,score,logit,z,grip,proxy_imputed,n_ctx,source
topple hot sauce bottle cardboard fence,Give the hot sauce bottle a shove so it falls over onto the cardboard fence.,natural,,0.7209105286282828,6.0794,-1.4114,0.1251,False,64,generated_natural
topple hot sauce bottle cardboard fence,tip over the red bottle,search,,0.7429781315366888,6.2357,-1.6522,0.1019,False,64,search_boards
topple hot sauce bottle cardboard fence,Tip the hot sauce over into the cardboard fence.,natural,,0.7640716855386447,6.385,-1.0138,0.1137,False,64,generated_natural
topple hot sauce bottle cardboard fence,topple the red bottle on the table,search,,0.8733065209789727,7.1584,-0.3267,0.0724,False,64,search_boards
topple hot sauce bottle cardboard fence,I need you to knock down the hot sauce bottle right onto the cardboard fence.,natural,,0.9196265860696136,7.4864,0.386,0.0714,False,64,generated_natural
topple hot sauce bottle cardboard fence,Knock over the hot sauce bottle into the cardboard fence.,natural,,0.9442314160084196,7.6606,0.527,0.0615,False,64,generated_natural
topple hot sauce bottle cardboard fence,Topple the hot sauce against that cardboard fence.,natural,,0.9775596381456956,7.8966,0.9572,0.0576,False,64,generated_natural
topple hot sauce bottle cardboard fence,topple hot sauce bottle,search,,0.9837183634363268,7.9402,1.0076,0.0557,False,64,search_boards
topple hot sauce bottle cardboard fence,topple hot sauce bottle in cardboard fence,search,,0.9904299324335634,7.9877,1.129,0.0563,False,64,search_boards
topple hot sauce bottle cardboard fence,topple hot sauce bottle cardboard fence,original,,1.0,8.0554,1.271,0.0559,False,64,search_boards
topple metal pot cardboard fence,I would be much obliged if you could capsize the cylindrical metallic cooking vessel directly into the cardboard fence.,adversarial,,0.0,1.3168,-6.8038,0.3341,False,64,generated_adversarial
topple metal pot cardboard fence,"Before doing anything else, identify the metal item used for boiling water and cause it to lose its balance, collapsing onto the partition constructed of corrugated cardboard.",adversarial,,0.11885852194788,2.0505,-6.1516,0.2949,False,64,generated_adversarial
topple metal pot cardboard fence,"Upset the equilibrium of the metallic receptacle designed for cooking, ensuring that as it yields to gravity, its sideways descent is halted entirely by the cardboard barrier.",adversarial,,0.2146856966265039,2.642,-4.7712,0.2969,False,64,generated_adversarial
topple metal pot cardboard fence,"Direct your end-effector to the metallic cooking vessel and apply lateral force until it overturns, ensuring its fall is abruptly arrested by the cardboard fence.",adversarial,,0.2562368167037768,2.8985,-4.2232,0.2957,False,64,generated_adversarial
topple metal pot cardboard fence,Tip that metallic pot onto the cardboard fence.,natural,,0.4583820523283756,4.1463,-2.626,0.2482,False,64,generated_natural
topple metal pot cardboard fence,Give the metal pot a shove so it tips onto the cardboard fence.,natural,,0.5498372125899138,4.7109,-2.0999,0.219,False,64,generated_natural
topple metal pot cardboard fence,Make the metal pot fall over against the cardboard fence.,natural,,0.6129416159895683,5.1004,-1.7525,0.1982,False,64,generated_natural
topple metal pot cardboard fence,Knock the metal pot over into the cardboard fence.,natural,,0.7193561996325916,5.7573,-1.4128,0.1535,False,64,generated_natural
topple metal pot cardboard fence,flip the metal pot past the cardboard fence,search,,0.7797077656146155,6.1298,-0.5469,0.1546,False,64,search_boards
topple metal pot cardboard fence,flip the metal pot over the cardboard barrier,search,,0.7836402520260449,6.1541,-0.7549,0.1443,False,64,search_boards
topple metal pot cardboard fence,flip the metal pot over the cardboard fence,search,,0.8156634566354434,6.3518,-0.5136,0.1363,False,64,search_boards
topple metal pot cardboard fence,Push the metal pot over so it hits the cardboard fence.,natural,,0.8519112467559203,6.5755,-0.7895,0.1057,False,64,generated_natural
topple metal pot cardboard fence,Go ahead and tip the metal pot over onto the cardboard fence.,natural,,0.8522689363811426,6.5777,-0.772,0.1062,False,64,generated_natural
topple metal pot cardboard fence,topple the silver pot over the cardboard fence,search,,0.8639861191095337,6.65,-0.4211,0.1136,False,64,search_boards
topple metal pot cardboard fence,knock metal pot over the cardboard boundary,search,,0.8713841633674647,6.6957,-0.3799,0.1112,False,64,search_boards
topple metal pot cardboard fence,knock the metal pot over the cardboard boundary,search,,0.8869939711279776,6.7921,-0.2098,0.1093,False,64,search_boards
topple metal pot cardboard fence,knock metal pot over the cardboard fence,search,,0.9056421337398016,6.9072,-0.1675,0.1008,False,64,search_boards
topple metal pot cardboard fence,"Over by the cardboard fence, knock down the metal pot.",natural,,0.9192358316174378,6.9911,-0.5919,0.0768,False,64,generated_natural
topple metal pot cardboard fence,Topple the metal pot right into the cardboard fence.,natural,,0.9717543415322346,7.3153,-0.012,0.0709,False,64,generated_natural
topple metal pot cardboard fence,topple metal pot cardboard fence,original,,1.0,7.4896,0.6636,0.082,False,64,search_boards
topple metal pot cardboard fence,"Should you possess the requisite kinematic dexterity, kindly destabilize the metallic vessel generally reserved for simmering soups, ensuring its ensuing lateral collapse terminates against the miniature barricade composed of stiffened paper.",adversarial,,,,,,True,80,generated_adversarial
turn faucet front to left,Move the forward part of the sink fixture over to the left.,natural,,0.0,2.6959,-9.0528,0.124,False,64,generated_natural
turn faucet front to left,"Directing your attention to the plumbing fixture, I require you to manipulate its forwardmost appendage by pivoting its position entirely toward the port side.",adversarial,,0.263244610139966,4.0868,-5.7545,0.1306,False,64,generated_adversarial
turn faucet front to left,"Insofar as your actuators permit, you are to locate the forwardmost regulatory appendage of the washbasin's spigot and enact a twisting maneuver that leaves it in a strictly left-leaning configuration.",adversarial,,0.3020278625429606,4.2917,-5.7278,0.1135,False,64,generated_adversarial
turn faucet front to left,It is requested that the anterior-facing mechanism of the hydration dispenser be subjected to a rotational force terminating in a leftward orientation.,adversarial,,0.4237154641046697,4.9347,-4.562,0.1025,False,64,generated_adversarial
turn faucet front to left,"Assuming the workspace is clear, be so good as to grasp the control lever protruding from the user-facing side of the liquid dispenser and execute a leftward rotation.",adversarial,,0.4391375542009602,5.0162,-4.0074,0.1171,False,64,generated_adversarial
turn faucet front to left,Turn the metal handle on the front of the faucet toward the left side.,natural,,0.5744599054084354,5.7312,-3.5983,0.07,False,64,generated_natural
turn faucet front to left,Please spin the front part of the water tap to the left.,natural,,0.5797552476669318,5.7592,-2.9928,0.0913,False,64,generated_natural
turn faucet front to left,Can you twist the front tap left for me?,natural,,0.6885727197984625,6.3342,-1.9412,0.0818,False,64,generated_natural
turn faucet front to left,Push the tap's front knob leftward.,natural,,0.7090541051655376,6.4424,-1.5985,0.0857,False,64,generated_natural
turn faucet front to left,turn faucet lever to the left,search,,0.9468409044755832,7.6988,0.2399,0.0469,False,64,search_boards
turn faucet front to left,Shift the frontmost faucet control left.,natural,,0.9564244958097502,7.7494,0.5122,0.0531,False,64,generated_natural
turn faucet front to left,turn silver faucet lever to the left,search,,0.9629107397453266,7.7837,0.3785,0.0448,False,64,search_boards
turn faucet front to left,Rotate the front faucet handle to the left.,natural,,0.9694846703980644,7.8184,0.5032,0.0467,False,64,generated_natural
turn faucet front to left,rotate the faucet lever to the left,search,,0.9749267143011408,7.8472,0.4983,0.0439,False,64,search_boards
turn faucet front to left,push faucet lever left,search,,0.9839624045284544,7.8949,0.3704,0.0347,False,64,search_boards
turn faucet front to left,Point the faucet's front lever to the left.,natural,,0.9839801548892853,7.895,0.6784,0.0468,False,64,generated_natural
turn faucet front to left,turn faucet front to left,original,,0.9843291388069612,7.8969,0.8376,0.0529,False,64,search_boards
turn faucet front to left,push the faucet lever left,search,,0.9901860625927285,7.9278,0.5167,0.0375,False,64,search_boards
turn faucet front to left,push the faucet lever to the left,search,,1.0,7.9797,0.5913,0.0359,False,64,search_boards
turn faucet front to right,"Taking the liquid-dispensing apparatus positioned nearest to you, actuate a maneuver that leaves it aimed in a strictly starboard direction.",adversarial,,0.0,4.8308,-6.0276,0.0541,False,64,generated_adversarial
turn faucet front to right,"Upon successfully isolating the plumbing fixture that occupies the most anterior position in your workspace, exert the necessary torque to reorient it squarely toward the right.",adversarial,,0.2062788201634345,5.6009,-4.2576,0.0556,False,64,generated_adversarial
turn faucet front to right,"I would be most grateful if you could direct your attention to the water-dispensing fixture situated in the foremost position, subsequently rotating it toward your right.",adversarial,,0.275075768101846,5.8577,-3.985,0.0436,False,64,generated_adversarial
turn faucet front to right,"Focusing entirely on the valve located at the front of the workspace, apply a rotational force such that its orientation is ultimately adjusted rightward.",adversarial,,0.3007946166564333,5.9537,-4.0952,0.0308,False,64,generated_adversarial
turn faucet front to right,I need you to push the front water tap to the right.,natural,,0.7090752106604878,7.4778,-1.3435,0.0042,False,64,generated_natural
turn faucet front to right,Turn the frontmost tap to the right.,natural,,0.8370934738259189,7.9556,-0.229,0.0058,False,64,generated_natural
turn faucet front to right,Twist the front tap to the right.,natural,,0.8374522893952602,7.957,-0.2669,0.0042,False,64,generated_natural
turn faucet front to right,Adjust the front faucet so it points to the right.,natural,,0.9101665967798585,8.2284,0.3358,0.0039,False,64,generated_natural
turn faucet front to right,Please turn the front faucet over to the right side.,natural,,0.9102586128705006,8.2288,0.344,0.0042,False,64,generated_natural
turn faucet front to right,Swing that front faucet right.,natural,,0.910381497219609,8.2292,0.334,0.0037,False,64,generated_natural
turn faucet front to right,Move the handle of the front faucet rightward.,natural,,0.9117682728446604,8.2344,0.3463,0.0038,False,64,generated_natural
turn faucet front to right,turn the grey toy faucet handle to the right,search,,0.9294663428866274,8.3005,0.4986,0.0039,False,64,search_boards
turn faucet front to right,turn the grey faucet switch to the right,search,,0.9334387839495668,8.3153,0.5347,0.004,False,64,search_boards
turn faucet front to right,turn the faucet switch to the right,search,,0.9396880628714858,8.3386,0.59,0.0041,False,64,search_boards
turn faucet front to right,twist the faucet knob to the right,search,,0.950529084264638,8.3791,0.6801,0.0041,False,64,search_boards
turn faucet front to right,rotate the faucet knob to the right,search,,0.9618535415228257,8.4214,0.7732,0.004,False,64,search_boards
turn faucet front to right,Rotate the faucet in the front towards the right.,natural,,0.9620564909558016,8.4221,0.7773,0.0041,False,64,generated_natural
turn faucet front to right,turn faucet front to right,original,,1.0,8.5638,1.0983,0.0042,False,64,search_boards
turn faucet left,"Without altering the current temperature setting, manipulate the sink's primary spigot—the very device one turns to draw water—by swinging its nozzle entirely to the left.",adversarial,,0.0,3.2217,-7.2671,0.1476,False,64,generated_adversarial
turn faucet left,"Regarding the metallic apparatus one would utilize to fill a drinking glass, execute a turning motion with it directly toward the left.",adversarial,,0.1878513459741209,4.0506,-7.0379,0.0834,False,64,generated_adversarial
turn faucet left,"Provided there are no obstructions in your path, I would be exceedingly obliged if you were to impart a leftward rotation to the plumbing fixture from which water flows.",adversarial,,0.2470244465995263,4.3116,-6.5429,0.0798,False,64,generated_adversarial
turn faucet left,Pivot the metal spout toward the left.,natural,,0.3035919935501571,4.5612,-6.0663,0.0764,False,64,generated_natural
turn faucet left,"Subject the primary liquid dispensing apparatus to a rotational force, terminating the adjustment only when it has achieved a strictly leftward orientation.",adversarial,,0.3882165350112865,4.9346,-6.2057,0.038,False,64,generated_adversarial
turn faucet left,"To the left, turn the water tap.",natural,,0.4106492880249702,5.0336,-5.5962,0.0532,False,64,generated_natural
turn faucet left,Rotate the tap to the left.,natural,,0.5672979295995937,5.7248,-4.7598,0.025,False,64,generated_natural
turn faucet left,Please move the water faucet to the left side.,natural,,0.5920259085178007,5.8339,-4.801,0.0137,False,64,generated_natural
turn faucet left,Swing the tap left.,natural,,0.6844112231074405,6.2415,-3.9106,0.0127,False,64,generated_natural
turn faucet left,Shift the faucet over to the left.,natural,,0.7906873417489976,6.7105,-2.9311,0.0097,False,64,generated_natural
turn faucet left,Point the faucet towards the left.,natural,,0.8426516635296972,6.9397,-2.4081,0.01,False,64,generated_natural
turn faucet left,push faucet to the left,search,,0.8610148807950486,7.0208,-2.2355,0.0096,False,64,search_boards
turn faucet left,rotate the faucet handle leftward,search,,0.869870336479225,7.0598,-2.1492,0.0095,False,64,search_boards
turn faucet left,turn faucet handle to the left,search,,0.8880839921840189,7.1402,-1.9672,0.0096,False,64,search_boards
turn faucet left,Twist the faucet leftward.,natural,,0.9063875481923498,7.221,-1.7825,0.0097,False,64,generated_natural
turn faucet left,rotate faucet to the left,search,,0.9185107781691528,7.2745,-1.6773,0.0091,False,64,search_boards
turn faucet left,rotate faucet handle left,search,,0.9302510856861832,7.3263,-1.5596,0.0091,False,64,search_boards
turn faucet left,rotate the faucet left,search,,0.9404643027233782,7.3713,-1.4533,0.0093,False,64,search_boards
turn faucet left,rotate faucet left,search,,0.9715153748534828,7.5083,-1.1523,0.0091,False,64,search_boards
turn faucet left,turn faucet left,original,,1.0,7.634,-0.8577,0.0095,False,64,search_boards
turn faucet right,Rotate the metal handle towards the right.,natural,,0.0,2.2706,-6.6578,0.2556,False,64,generated_natural
turn faucet right,"Should the current circumstances permit, kindly direct your attention to the metallic water-dispensing mechanism and twist it decisively toward the right-hand side.",adversarial,,0.0548730789831669,2.58,-7.7164,0.1867,False,64,generated_adversarial
turn faucet right,"Without activating the stream itself, take hold of the water-regulating fixture and pivot its entire body toward the right side of the basin.",adversarial,,0.1597952668069331,3.1716,-7.5207,0.1421,False,64,generated_adversarial
turn faucet right,"Assuming your manipulators are currently unengaged, I require you to grasp the primary plumbing fixture and enact a rightward rotation upon it.",adversarial,,0.3201286756291365,4.0755,-7.724,0.0543,False,64,generated_adversarial
turn faucet right,"Whenever you have concluded your current idle subroutine, please locate the device from which one would typically draw tap water to quench their thirst, and administer a firm rotational force to reorient its spout rightward.",adversarial,,0.3839157460126642,4.4352,-6.9482,0.0529,False,64,generated_adversarial
turn faucet right,Swing the spout over to the right.,natural,,0.5747048582212672,5.5109,-4.9038,0.0382,False,64,generated_natural
turn faucet right,Can you shift the tap to the right side?,natural,,0.5944873046130353,5.6224,-4.9403,0.0269,False,64,generated_natural
turn faucet right,Twist the tap to the right.,natural,,0.6402252791003417,5.8803,-4.7888,0.0101,False,64,generated_natural
turn faucet right,rotate the metallic faucet knob to the right,search,,0.6649548907418199,6.0197,-4.4593,0.0107,False,64,search_boards
turn faucet right,rotate silver faucet knob clockwise,search,,0.682076751646255,6.1162,-4.3678,0.0058,False,64,search_boards
turn faucet right,Turn the water tap right.,natural,,0.6891624818084465,6.1562,-4.118,0.012,False,64,generated_natural
turn faucet right,rotate the metal faucet to the right,search,,0.775740924168701,6.6443,-3.1609,0.0065,False,64,search_boards
turn faucet right,rotate faucet knob to the right,search,,0.7849320205118294,6.6961,-3.0563,0.006,False,64,search_boards
turn faucet right,rotate the faucet clockwise,search,,0.8187112559541112,6.8866,-2.624,0.0062,False,64,search_boards
turn faucet right,Spin the faucet to the right for me.,natural,,0.8194487138959962,6.8908,-2.6057,0.0065,False,64,generated_natural
turn faucet right,Move the faucet over to the right.,natural,,0.8227807875791614,6.9095,-2.5666,0.0064,False,64,generated_natural
turn faucet right,rotate faucet clockwise,search,,0.8499583032025934,7.0628,-2.2277,0.0062,False,64,search_boards
turn faucet right,rotate faucet handle rightwards,search,,0.86238186904143,7.1328,-2.0737,0.006,False,64,search_boards
turn faucet right,Push the faucet rightward.,natural,,0.8944471682097875,7.3136,-1.661,0.0063,False,64,generated_natural
turn faucet right,turn faucet right,original,,1.0,7.9087,-0.319,0.0064,False,64,search_boards
turn lever vertical to front,"Would you be so kind as to apply rotational force to the elongated operating handle, ensuring that upon completion of the movement, it rests in an upright, forward-facing configuration?",adversarial,,0.0,3.3055,-4.463,0.2503,False,64,generated_adversarial
turn lever vertical to front,"Assuming the apparatus is ready to be manipulated, I would appreciate it if you could carefully reorient the projecting mechanical arm until it is standing in a perfectly plumb attitude directed toward the frontal plane.",adversarial,,0.0046945202419696,3.324,-4.3019,0.255,False,64,generated_adversarial
turn lever vertical to front,"Initiate a rotational displacement of the primary mechanical arm, persisting in this actuation until its longitudinal axis establishes a strictly perpendicular elevation that squarely confronts the anterior observer.",adversarial,,0.0860292375721951,3.6429,-3.896,0.2428,False,64,generated_adversarial
turn lever vertical to front,rotate the silver handle forward,search,,0.4115039797848591,4.9191,-2.8328,0.1718,False,64,search_boards
turn lever vertical to front,point the silver handle forward,search,,0.4271833546595044,4.9806,-3.3494,0.1461,False,64,search_boards
turn lever vertical to front,turn the silver handle forward,search,,0.4347211216506496,5.0102,-3.2647,0.1468,False,64,search_boards
turn lever vertical to front,turn the faucet handle forward,search,,0.4351357496038243,5.0118,-2.9521,0.1589,False,64,search_boards
turn lever vertical to front,pull the silver handle forward,search,,0.4876810286096414,5.2178,-3.2927,0.1274,False,64,search_boards
turn lever vertical to front,"Despite what its current angle might be, I require you to execute a rotational adjustment upon the protruding hand-lever, terminating only when its geometry reaches an absolute perpendicularity oriented toward the foremost vantage point.",adversarial,,0.5391924837236226,5.4198,-2.1654,0.1538,False,64,generated_adversarial
turn lever vertical to front,turn the silver handle on the faucet forward,search,,0.660146743733135,5.8941,-2.1966,0.1107,False,64,search_boards
turn lever vertical to front,Pivot that handle into the front vertical position.,natural,,0.6827474732928287,5.9827,-1.3931,0.1344,False,64,generated_natural
turn lever vertical to front,turn the silver faucet handle to the front,search,,0.7055088871583038,6.072,-1.9684,0.1039,False,64,search_boards
turn lever vertical to front,Set the control handle to the vertical front alignment.,natural,,0.7439222283148511,6.2226,-1.0998,0.1247,False,64,generated_natural
turn lever vertical to front,turn the faucet lever forward,search,,0.7503415990107106,6.2478,-1.5126,0.1063,False,64,search_boards
turn lever vertical to front,rotate the faucet lever to the vertical position,search,,0.777445362551095,6.3541,-1.1948,0.1094,False,64,search_boards
turn lever vertical to front,point the faucet lever forward,search,,0.7895891505718915,6.4017,-1.2524,0.1029,False,64,search_boards
turn lever vertical to front,Grab the metal lever and turn it straight up towards the front.,natural,,0.8811358692040576,6.7607,-0.3305,0.1074,False,64,generated_natural
turn lever vertical to front,Point the lever straight up at the front.,natural,,0.9565881214569611,7.0565,-0.0729,0.0914,False,64,generated_natural
turn lever vertical to front,Make sure the lever is perfectly upright and facing forward.,natural,,0.9631485700106877,7.0823,-0.0874,0.0885,False,64,generated_natural
turn lever vertical to front,turn lever vertical to front,original,,0.994193902765951,7.204,0.0943,0.0849,False,64,search_boards
turn lever vertical to front,Rotate the lever so it stands vertically towards the front.,natural,,0.9950514410130122,7.2073,0.1297,0.086,False,64,generated_natural
turn lever vertical to front,Swing the lever up so it's vertical and in the front.,natural,,0.9998809741212732,7.2263,0.098,0.0831,False,64,generated_natural
turn lever vertical to front,Please move the lever into a forward-facing vertical state.,natural,,1.0,7.2268,0.0637,0.0817,False,64,generated_natural
unfold the cloth from bottom left to top right,"Provided the textile is within your grasp, kindly remedy its creased state by translating the extremity situated in the lower-left quadrant diagonally across to the uppermost right position",adversarial,,0.0,1.25,-6.0006,0.3716,False,64,generated_adversarial
unfold the cloth from bottom left to top right,Pull the bottom left corner of the napkin all the way to the top right to unfold it,natural,,0.0349323585908954,1.4815,-6.3455,0.3376,False,64,generated_natural
unfold the cloth from bottom left to top right,open up the blue cloth,search,,0.40797098467487,3.9535,-3.7096,0.2227,False,64,search_boards
unfold the cloth from bottom left to top right,unfold the light blue cloth,search,,0.5169515788837149,4.6757,-3.3497,0.173,False,64,search_boards
unfold the cloth from bottom left to top right,"If it is not too much trouble, I would ask that you negate the folded geometry of the woven textile by capturing the inferior leftward point and dragging it in a continuous sweep to the superior rightward limit.",adversarial,,0.5375730251335004,4.8124,-3.0247,0.1737,False,64,generated_adversarial
unfold the cloth from bottom left to top right,Take the lower left edge of the material and flip it across to the upper right,natural,,0.6054386981215938,5.2621,-2.4261,0.1575,False,64,generated_natural
unfold the cloth from bottom left to top right,"The piece of woven material, which currently rests in a collapsed configuration, should be fully extended by taking the vertex closest to the bottom left and escorting it to the upper rightmost bound",adversarial,,0.6072402247899253,5.274,-2.1057,0.169,False,64,generated_adversarial
unfold the cloth from bottom left to top right,"It is strictly required that the item utilized for wiping spills be opened to its full extent, a procedure demanding the relocation of its lowest leftward extremity directly to the upper right apex",adversarial,,0.6258588421840288,5.3974,-2.2441,0.1527,False,64,generated_adversarial
unfold the cloth from bottom left to top right,Flatten out the cloth by bringing its lower left corner all the way to the top right,natural,,0.6370271855849605,5.4714,-1.4657,0.1767,False,64,generated_natural
unfold the cloth from bottom left to top right,Grab the bottom left of the cloth and spread it towards the upper right,natural,,0.645708982584106,5.5289,-1.7213,0.1616,False,64,generated_natural
unfold the cloth from bottom left to top right,Please open up that rag from the bottom left corner to the top right one,natural,,0.6521622729041479,5.5717,-1.6416,0.1609,False,64,generated_natural
unfold the cloth from bottom left to top right,Spread the towel out by moving the bottom left piece diagonally to the top right,natural,,0.6523255787614884,5.5728,-1.7538,0.1564,False,64,generated_natural
unfold the cloth from bottom left to top right,unfold the cloth diagonally,search,,0.6854897463547346,5.7926,-1.4987,0.147,False,64,search_boards
unfold the cloth from bottom left to top right,Unfold the fabric by pulling its lower left corner up to the top right,natural,,0.6864934750237581,5.7992,-0.8172,0.1732,False,64,generated_natural
unfold the cloth from bottom left to top right,"Unfurl the cloth, going from the bottom left to the upper right",natural,,0.7255540091908226,6.0581,-0.7825,0.1517,False,64,generated_natural
unfold the cloth from bottom left to top right,unfold the cloth from bottom left to top right,original,,1.0,7.8767,1.0714,0.0638,False,64,search_boards
unfold the cloth from bottom right to top left,"Commencing with the corner situated at the bottom right, which currently rests folded upon itself, draw the textile item diagonally until it reaches the top left in an opened state.",adversarial,,0.0,3.9075,-3.5108,0.2345,False,64,generated_adversarial
unfold the cloth from bottom right to top left,"You are hereby instructed to execute an unfolding maneuver upon the cloth, initializing the trajectory at the inferior right quadrant and terminating at the superior left quadrant.",adversarial,,0.240857136271922,4.8873,-2.6953,0.18,False,64,generated_adversarial
unfold the cloth from bottom right to top left,"Assuming your manipulators are unencumbered, locate the lower right section of the item one would use to wipe up a spill, and resolve its folded state by dragging that section to the upper left.",adversarial,,0.3431997137081838,5.3037,-2.3426,0.1571,False,64,generated_adversarial
unfold the cloth from bottom right to top left,"If it would not be too much trouble, could you kindly ensure the woven material is fully extended by taking its lowermost rightmost extremity and conveying it toward the uppermost left.",adversarial,,0.3483343875691898,5.3246,-2.0838,0.1654,False,64,generated_adversarial
unfold the cloth from bottom right to top left,Grab the lower right corner of the fabric and fold it open towards the upper left.,natural,,0.4369186490296116,5.685,-1.7284,0.1475,False,64,generated_natural
unfold the cloth from bottom right to top left,Flatten out the cloth by pulling the bottom right over to the top left.,natural,,0.5697407353852021,6.2253,-1.0288,0.1273,False,64,generated_natural
unfold the cloth from bottom right to top left,Take the bottom right edge of the cloth and unfold it towards the upper left.,natural,,0.5745885750724367,6.245,-1.1693,0.12,False,64,generated_natural
unfold the cloth from bottom right to top left,Unfurl that piece of material diagonally from the lower right up to the top left.,natural,,0.6215887366820204,6.4362,-0.5274,0.1283,False,64,generated_natural
unfold the cloth from bottom right to top left,Open up the cloth starting from the lower right and going up to the top left.,natural,,0.6289577051258385,6.4662,-0.6979,0.119,False,64,generated_natural
unfold the cloth from bottom right to top left,"Spread out the fabric, moving from the bottom right corner to the top left corner.",natural,,0.6733636579809785,6.6469,-0.5797,0.1076,False,64,generated_natural
unfold the cloth from bottom right to top left,Open the material from the bottom right-hand side up to the top left.,natural,,0.6990158756534697,6.7512,-0.3722,0.1066,False,64,generated_natural
unfold the cloth from bottom right to top left,unfold the yellow cloth towards the top left,search,,0.6990666698523154,6.7514,-0.8055,0.0895,False,64,search_boards
unfold the cloth from bottom right to top left,"From the bottom right to the top left, please unfold the cloth.",natural,,0.7264787763604317,6.8629,-0.3441,0.0978,False,64,generated_natural
unfold the cloth from bottom right to top left,open up the yellow cloth from bottom right to top left,search,,0.7687324963601309,7.0348,-0.3364,0.0829,False,64,search_boards
unfold the cloth from bottom right to top left,unfold the yellow cloth starting from bottom right to top left,search,,0.8219527131494642,7.2513,-0.1059,0.0728,False,64,search_boards
unfold the cloth from bottom right to top left,unfold the yellow cloth from bottom right to top left,search,,0.900875052722753,7.5724,0.2941,0.0602,False,64,search_boards
unfold the cloth from bottom right to top left,unfold the cloth from bottom right to top left,original,,1.0,7.9757,1.0096,0.0527,False,64,search_boards
unfold the cloth from bottom to top,"The fabric, which currently rests in a collapsed state, requires you to draw its downward-facing hem upward until the entirety of the piece is laid bare.",adversarial,,0.0,0.6923,-6.9237,0.3846,False,64,generated_adversarial
unfold the cloth from bottom to top,Please open out the cloth by moving its lower half upwards.,natural,,0.1437469527034753,1.6753,-6.1578,0.3278,False,64,generated_natural
unfold the cloth from bottom to top,"To maximize the exposed surface area of the fibrous material, execute an unfolding maneuver that initiates at the base and terminates at the zenith.",adversarial,,0.1765828129170112,1.8999,-6.1653,0.3077,False,64,generated_adversarial
unfold the cloth from bottom to top,"If you would be so kind, take the lowest extremity of the woven textile and elevate it towards the apex in order to fully expand its surface.",adversarial,,0.2227314793212536,2.2155,-5.2024,0.3176,False,64,generated_adversarial
unfold the cloth from bottom to top,"Assuming the item typically used for wiping spills is currently doubled over, reverse this state by transporting its inferior boundary in a strictly superior direction.",adversarial,,0.2397746358915934,2.332,-5.4538,0.2974,False,64,generated_adversarial
unfold the cloth from bottom to top,Pull the lower hem of the fabric upward to lay it completely open.,natural,,0.2411642922497622,2.3415,-5.1014,0.3104,False,64,generated_natural
unfold the cloth from bottom to top,Grab the bottom edge of the fabric and pull it up to unfold it.,natural,,0.2860120743612764,2.6482,-4.7737,0.2962,False,64,generated_natural
unfold the cloth from bottom to top,Lift the bottom of the material all the way to the top so it lies flat.,natural,,0.3050328328422955,2.7783,-4.5549,0.2933,False,64,generated_natural
unfold the cloth from bottom to top,"Starting at the lowest edge, unfold the material upwards.",natural,,0.3321756211179985,2.9639,-4.0965,0.2949,False,64,generated_natural
unfold the cloth from bottom to top,Unfold this cloth by taking the bottom part and flipping it up to the top edge.,natural,,0.4571548540566139,3.8186,-3.9002,0.2271,False,64,generated_natural
unfold the cloth from bottom to top,"Open up the cloth, moving the bottom edge toward the top.",natural,,0.4810363518700352,3.9819,-3.7157,0.2199,False,64,generated_natural
unfold the cloth from bottom to top,flatten the orange rag from bottom to top,search,,0.5975563523691216,4.7787,-3.0026,0.1775,False,64,search_boards
unfold the cloth from bottom to top,"Spread the rag out, starting from the bottom and going up.",natural,,0.6093037169215576,4.859,-3.3232,0.1579,False,64,generated_natural
unfold the cloth from bottom to top,flatten the orange cloth from bottom to top,search,,0.7046794816179649,5.5112,-2.0444,0.1505,False,64,search_boards
unfold the cloth from bottom to top,open up the orange towel from bottom to top,search,,0.7051876865291775,5.5147,-2.1311,0.1467,False,64,search_boards
unfold the cloth from bottom to top,open up the orange cloth from bottom to top,search,,0.7726148394097674,5.9758,-1.4577,0.1324,False,64,search_boards
unfold the cloth from bottom to top,open up the cloth from bottom to top,search,,0.8560672705583854,6.5465,-0.5908,0.1161,False,64,search_boards
unfold the cloth from bottom to top,unfold orange cloth from bottom to top,search,,0.8656064985416226,6.6117,-0.6601,0.1076,False,64,search_boards
unfold the cloth from bottom to top,unfold the cloth from bottom to top,original,,1.0,7.5308,0.6723,0.0787,False,64,search_boards
unfold the cloth from left to right,Grab the left edge of the cotton and pull it right to unfold it.,natural,,0.0,3.4023,-4.8631,0.2261,False,64,generated_natural
unfold the cloth from left to right,Please flatten out the textile by opening the left flap over to the right.,natural,,0.0284524632348462,3.5209,-4.3683,0.235,False,64,generated_natural
unfold the cloth from left to right,"Assuming the item is currently doubled over, would you be so kind as to extend its leftmost boundary towards the opposite lateral direction until it lies flat?",adversarial,,0.0871238103283717,3.7655,-4.4412,0.2106,False,64,generated_adversarial
unfold the cloth from left to right,"The piece of material, which presently rests in a compacted configuration, requires you to grasp its westernmost edge and deploy it toward the east to reveal its full surface.",adversarial,,0.2228835846371378,4.3314,-3.5315,0.1963,False,64,generated_adversarial
unfold the cloth from left to right,"Commencing at the port side and proceeding starboard, initiate the unfurling procedure upon the woven textile.",adversarial,,0.3172828661795784,4.725,-2.7148,0.1936,False,64,generated_adversarial
