task,suite,task_id,canonical,split_20260901,eval_set_20260904,phrase_a,phrase_b,a_is_canonical,edit_type,span_a,span_b,span_pos,edit_class,succ_a,succ_b,delta,p_z,p_fisher,both,a_only,b_only,neither,p_mcnemar,designed,design_note,source_a,source_b,significant_18pp
libero_goal/8,libero_goal,8,put the bowl on the plate,train,,put the bowl on the dish,put the bowl on the flat dish,False,insert,,flat,5,words added,48,36,-12,0.22411395400885614,0.311056706881086,14,10,4,22,0.1795654296875,False,,round2,round3,False
libero_goal/8,libero_goal,8,put the bowl on the plate,train,,Put the bowl on the plate,can you put the bowl on the plate,False,replace,Put,can you put,0,verb/frame,100,100,0,1.0,1.0,50,0,0,0,1.0,False,,round8,round8,False
libero_goal/8,libero_goal,8,put the bowl on the plate,train,,Put the bowl on the plate,i want the bowl on the plate,False,replace,Put,i want,0,verb/frame,100,100,0,1.0,1.0,50,0,0,0,1.0,False,,round8,round8,False
libero_goal/8,libero_goal,8,put the bowl on the plate,train,,put the bowl on the plate,Put the bowl on the plate,True,replace,put,Put,0,case,100,100,0,1.0,1.0,50,0,0,0,1.0,True,round8: A formatting; capitalise (Bridge: -12pp),round2,round8,False
libero_goal/8,libero_goal,8,put the bowl on the plate,train,,can you put the bowl on the plate,i want the bowl on the plate,False,replace,can you put,i want,0,verb/frame,100,100,0,1.0,1.0,50,0,0,0,1.0,False,,round8,round8,False
libero_goal/8,libero_goal,8,put the bowl on the plate,train,,put the bowl on the plate,can you put the bowl on the plate,True,insert,,can you,0,verb/frame,100,100,0,1.0,1.0,50,0,0,0,1.0,True,round8: F sentence structure; question,round2,round8,False
libero_goal/8,libero_goal,8,put the bowl on the plate,train,,put the bowl on the plate,i want the bowl on the plate,True,replace,put,i want,0,verb/frame,100,100,0,1.0,1.0,50,0,0,0,1.0,True,round8: F sentence structure; desire,round2,round8,False
libero_goal/8,libero_goal,8,put the bowl on the plate,train,,put the bowl on the plate,put the bowl on the plate.,True,replace,plate,plate.,5,punctuation,100,100,0,1.0,1.0,50,0,0,0,1.0,True,round8: A formatting; trailing period (Bridge: -11pp),round2,round8,False
libero_goal/8,libero_goal,8,put the bowl on the plate,train,,put the bowl on the plate,put the dish on the plate,True,replace,bowl,dish,2,noun/other,100,100,0,1.0,1.0,50,0,0,0,1.0,True,round2: B_role; TARGET rename; r2,round2,round2,False
libero_goal/8,libero_goal,8,put the bowl on the plate,train,,the bowl goes on the plate,the bowl should be put on the plate,False,replace,goes,should be put,2,verb/frame,100,100,0,1.0,1.0,50,0,0,0,1.0,False,,round8,round8,False
libero_goal/8,libero_goal,8,put the bowl on the plate,train,,put the bowl on the dish,put the bowl on the plate.,False,replace,dish,plate.,5,noun/other,48,100,52,3.0760048038993584e-09,3.474929547757128e-10,24,0,26,0,2.9802322387695312e-08,False,,round2,round8,True
libero_goal/8,libero_goal,8,put the bowl on the plate,train,,put the bowl on the flat dish,put the bowl on the plate.,False,replace,flat dish,plate.,5,noun/other,36,100,64,6.8887833663272936e-12,2.52474835604702e-13,18,0,32,0,4.656612873077393e-10,False,,round3,round8,True
libero_goal/9,libero_goal,9,put the wine bottle on the rack,train,,put the wine bottle on the rack,put the wine bottle on the wooden stand,True,replace,rack,wooden stand,6,noun/other,94,50,-44,9.593942024706293e-07,1.0530642124696915e-06,24,23,1,2,2.9802322387695312e-06,True,round3: 1 ambiguity rescue; does a disambiguator recover it,round2,round3,True
libero_goal/9,libero_goal,9,put the wine bottle on the rack,train,,put the wine bottle on the stand,put the wine bottle on the wooden stand,False,insert,,wooden,6,color,76,50,-26,0.007089677768050171,0.01243269111131524,23,15,2,10,0.002349853515625,False,,round2,round3,True
libero_goal/9,libero_goal,9,put the wine bottle on the rack,train,,put the wine bottle on the rack,put the wine bottle on the stand,True,replace,rack,stand,6,noun/other,94,76,-18,0.011718685599768668,0.022604386881923517,37,10,1,2,0.01171875,True,round2: B_role; DEST rename; r2,round2,round2,True
libero_goal/9,libero_goal,9,put the wine bottle on the rack,train,,put the wine bottle on the rack,put the wine jug on the rack,True,replace,bottle,jug,3,noun/other,94,98,4,0.3074341659273952,0.6173070915338956,46,1,3,0,0.625,True,round2: B_role; TARGET rename; r2,round2,round2,False
libero_object/0,libero_object,0,pick up the alphabet soup and place it in the basket,unassigned,,pick up the alphabet soup and place it in the basket,pick up the food and place it in the basket,True,replace,alphabet soup,food,3,noun/other,100,86,-14,0.006078502928914408,0.012479652740097666,43,7,0,0,0.015625,True,round8: D object hypernyms 2; alphabet soup -> the food,round4,round8,False
libero_object/0,libero_object,0,pick up the alphabet soup and place it in the basket,unassigned,,pick up the alphabet soup and place it in the basket,pick up the tin and place it in the basket,True,replace,alphabet soup,tin,3,noun/other,100,90,-10,0.021781462791119584,0.05628449442882433,45,5,0,0,0.0625,True,round8: D object hypernyms 2; alphabet soup -> the tin,round4,round8,False
libero_object/0,libero_object,0,pick up the alphabet soup and place it in the basket,unassigned,,pick up the soup and place it in the basket,pick up the tin and place it in the basket,False,replace,soup,tin,3,noun/other,100,90,-10,0.021781462791119584,0.05628449442882433,45,5,0,0,0.0625,False,,round4,round8,False
libero_object/0,libero_object,0,pick up the alphabet soup and place it in the basket,unassigned,,pick up the alphabet soup and place it in the basket,pick up the can and place it in the basket,True,replace,alphabet soup,can,3,noun/other,100,92,-8,0.04122683333716391,0.11746329272102468,46,4,0,0,0.125,True,"round5: can; target is a can, tomato sauce also a can",round4,round5,False
libero_object/0,libero_object,0,pick up the alphabet soup and place it in the basket,unassigned,,pick up the can and place it in the basket,pick up the food and place it in the basket,False,replace,can,food,3,noun/other,92,86,-6,0.33765741405716304,0.5245551652531856,40,6,3,1,0.5078125,False,,round5,round8,False
libero_object/0,libero_object,0,pick up the alphabet soup and place it in the basket,unassigned,,pick up the can and place it in the basket,pick up the tin and place it in the basket,False,replace,can,tin,3,noun/other,92,90,-2,0.7267678061991002,1.0,42,4,3,1,1.0,False,,round5,round8,False
libero_object/0,libero_object,0,pick up the alphabet soup and place it in the basket,unassigned,,pick up the alphabet soup and place it in the basket,pick up the soup and place it in the basket,True,delete,alphabet,,3,words removed,100,100,0,1.0,1.0,50,0,0,0,1.0,True,round4: B hypernym collision vs control; CONTROL: only soup in its scene,round4,round4,False
libero_object/0,libero_object,0,pick up the alphabet soup and place it in the basket,unassigned,,pick up the food and place it in the basket,pick up the tin and place it in the basket,False,replace,food,tin,3,noun/other,86,90,4,0.5382526579885003,0.7596065442291386,40,3,5,2,0.7265625,False,,round8,round8,False
libero_object/0,libero_object,0,pick up the alphabet soup and place it in the basket,unassigned,,pick up the can and place it in the basket,pick up the soup and place it in the basket,False,replace,can,soup,3,noun/other,92,100,8,0.04122683333716391,0.11746329272102468,46,0,4,0,0.125,False,,round5,round4,False
libero_object/0,libero_object,0,pick up the alphabet soup and place it in the basket,unassigned,,pick up the food and place it in the basket,pick up the soup and place it in the basket,False,replace,food,soup,3,noun/other,86,100,14,0.006078502928914408,0.012479652740097666,43,0,7,0,0.015625,False,,round8,round4,False
libero_object/1,libero_object,1,pick up the cream cheese and place it in the basket,unassigned,A_in_finetune,pick up the cheese and place it in the basket,pick up the container and place it in the basket,False,replace,cheese,container,3,noun/other,100,34,-66,2.249051340149937e-12,6.683157413065642e-14,17,33,0,0,2.3283064365386963e-10,False,,round4,round8,True
libero_object/1,libero_object,1,pick up the cream cheese and place it in the basket,unassigned,A_in_finetune,pick up the cream cheese and place it in the basket,pick up the container and place it in the basket,True,replace,cream cheese,container,3,noun/other,100,34,-66,2.249051340149937e-12,6.683157413065642e-14,17,33,0,0,2.3283064365386963e-10,True,round8: D object hypernyms 2; cream cheese -> the container,roll50,round8,True
libero_object/1,libero_object,1,pick up the cream cheese and place it in the basket,unassigned,A_in_finetune,pick up the box and place it in the basket,pick up the container and place it in the basket,False,replace,box,container,3,noun/other,96,34,-62,8.06592164782239e-11,2.2485333493332196e-11,17,31,0,2,9.313225746154785e-10,False,,round5,round8,True
libero_object/1,libero_object,1,pick up the cream cheese and place it in the basket,unassigned,A_in_finetune,pick up the cheese and place it in the basket,pick up the package and place it in the basket,False,replace,cheese,package,3,noun/other,100,84,-16,0.003189699706216857,0.005770162019615051,42,8,0,0,0.0078125,False,,round4,round8,False
libero_object/1,libero_object,1,pick up the cream cheese and place it in the basket,unassigned,A_in_finetune,pick up the cream cheese and place it in the basket,pick up the package and place it in the basket,True,replace,cream cheese,package,3,noun/other,100,84,-16,0.003189699706216857,0.005770162019615051,42,8,0,0,0.0078125,True,round8: D object hypernyms 2; cream cheese -> the package,roll50,round8,False
libero_object/1,libero_object,1,pick up the cream cheese and place it in the basket,unassigned,A_in_finetune,pick up the box and place it in the basket,pick up the package and place it in the basket,False,replace,box,package,3,noun/other,96,84,-12,0.04550026389635843,0.09164715528813337,41,7,1,1,0.0703125,False,,round5,round8,False
libero_object/1,libero_object,1,pick up the cream cheese and place it in the basket,unassigned,A_in_finetune,pick up the cream cheese and place it in the basket,pick up the box and place it in the basket,True,replace,cream cheese,box,3,noun/other,100,96,-4,0.15312745101966943,0.494949494949495,48,2,0,0,0.5,True,"round5: box; target is a box, butter also a box",roll50,round5,False
libero_object/1,libero_object,1,pick up the cream cheese and place it in the basket,unassigned,A_in_finetune,Pick up the cream cheese and place it in the basket,grab the cream cheese and place it in the basket,False,replace,Pick up,grab,0,verb/frame,100,100,0,1.0,1.0,50,0,0,0,1.0,False,,round8,roll50,False
libero_object/1,libero_object,1,pick up the cream cheese and place it in the basket,unassigned,A_in_finetune,Pick up the cream cheese and place it in the basket,lift the cream cheese and place it in the basket,False,replace,Pick up,lift,0,verb/frame,100,100,0,1.0,1.0,50,0,0,0,1.0,False,,round8,round3,False
libero_object/1,libero_object,1,pick up the cream cheese and place it in the basket,unassigned,A_in_finetune,pick up the cream cheese and place it in the basket,Pick up the cream cheese and place it in the basket,True,replace,pick,Pick,0,case,100,100,0,1.0,1.0,50,0,0,0,1.0,True,round8: A formatting; capitalise (Bridge: -12pp),roll50,round8,False
libero_object/1,libero_object,1,pick up the cream cheese and place it in the basket,unassigned,A_in_finetune,grab the cream cheese and place it in the basket,lift the cream cheese and place it in the basket,False,replace,grab,lift,0,verb/frame,100,100,0,1.0,1.0,50,0,0,0,1.0,False,,roll50,round3,False
libero_object/1,libero_object,1,pick up the cream cheese and place it in the basket,unassigned,A_in_finetune,pick up the cream cheese and place it in the basket,grab the cream cheese and place it in the basket,True,replace,pick up,grab,0,verb/frame,100,100,0,1.0,1.0,50,0,0,0,1.0,True,roll50: proposed; probe50,roll50,roll50,False
libero_object/1,libero_object,1,pick up the cream cheese and place it in the basket,unassigned,A_in_finetune,pick up the cream cheese and place it in the basket,lift the cream cheese and place it in the basket,True,replace,pick up,lift,0,verb/frame,100,100,0,1.0,1.0,50,0,0,0,1.0,True,"round3: 5 replicate pick up->lift; 90/38 gave +20pp, 95% CI +1..+39",roll50,round3,False
libero_object/1,libero_object,1,pick up the cream cheese and place it in the basket,unassigned,A_in_finetune,pick up the cream cheese and place it in the basket,pick up the cheese and place it in the basket,True,delete,cream,,3,words removed,100,100,0,1.0,1.0,50,0,0,0,1.0,True,round4: B hypernym collision vs control; CONTROL: only cheese in its scene,roll50,round4,False
libero_object/1,libero_object,1,pick up the cream cheese and place it in the basket,unassigned,A_in_finetune,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket.,True,replace,basket,basket.,10,punctuation,100,100,0,1.0,1.0,50,0,0,0,1.0,True,round8: A formatting; trailing period (Bridge: -11pp),roll50,round8,False
libero_object/1,libero_object,1,pick up the cream cheese and place it in the basket,unassigned,A_in_finetune,pick up the cream cheese and place it in the basket,pick up the cream cheese and put it in the basket,True,replace,place,put,6,verb/frame,100,100,0,1.0,1.0,50,0,0,0,1.0,True,round3: 8 replicate put vs place; 90/59 gave +12pp p=0.241,roll50,round3,False
libero_object/1,libero_object,1,pick up the cream cheese and place it in the basket,unassigned,A_in_finetune,pick up the box and place it in the basket,pick up the cheese and place it in the basket,False,replace,box,cheese,3,noun/other,96,100,4,0.15312745101966943,0.494949494949495,48,0,2,0,0.5,False,,round5,round4,False
libero_object/1,libero_object,1,pick up the cream cheese and place it in the basket,unassigned,A_in_finetune,pick up the container and place it in the basket,pick up the package and place it in the basket,False,replace,container,package,3,noun/other,34,84,50,3.714747072706537e-07,5.78281839169384e-07,17,0,25,8,5.960464477539063e-08,False,,round8,round8,True
libero_object/2,libero_object,2,pick up the salad dressing and place it in the basket,unassigned,A_in_finetune,pick up the salad dressing and place it in the basket,pick up the bottle and place it in the basket,True,replace,salad dressing,bottle,3,noun/other,100,74,-26,0.00011083608727214167,9.981250196029942e-05,37,13,0,0,0.000244140625,True,round8: D object hypernyms 2; salad dressing -> the bottle,roll50,round8,True
libero_object/2,libero_object,2,pick up the salad dressing and place it in the basket,unassigned,A_in_finetune,pick up the salad dressing and place it in the basket,lift the salad dressing and place it in the basket,True,replace,pick up,lift,0,verb/frame,100,98,-2,0.31487864133641963,1.0,49,1,0,0,1.0,True,"round3: 5 replicate pick up->lift; 90/38 gave +20pp, 95% CI +1..+39",roll50,round3,False
libero_object/2,libero_object,2,pick up the salad dressing and place it in the basket,unassigned,A_in_finetune,pick up the salad dressing and place it in the basket,pick up the dressing and place it in the basket,True,delete,salad,,3,words removed,100,100,0,1.0,1.0,50,0,0,0,1.0,True,roll50: proposed; probe50,roll50,roll50,False
libero_object/2,libero_object,2,pick up the salad dressing and place it in the basket,unassigned,A_in_finetune,pick up the bottle and place it in the basket,pick up the dressing and place it in the basket,False,replace,bottle,dressing,3,noun/other,74,100,26,0.00011083608727214167,9.981250196029942e-05,37,0,13,0,0.000244140625,False,,round8,roll50,True
libero_object/3,libero_object,3,pick up the bbq sauce and place it in the basket,unassigned,,pick up the bbq sauce and place it in the basket,pick up the bottle and place it in the basket,True,replace,bbq sauce,bottle,3,noun/other,98,60,-38,3.089596315731373e-06,2.3741197970903975e-06,29,20,1,0,2.09808349609375e-05,True,round8: D object hypernyms 2; bbq sauce -> the bottle,round8,round8,True
libero_object/3,libero_object,3,pick up the bbq sauce and place it in the basket,unassigned,,pick up the bbq sauce and place it in the basket,pick up the condiment and place it in the basket,True,replace,bbq sauce,condiment,3,noun/other,98,82,-16,0.007660761135179455,0.01566048989604553,40,9,1,0,0.021484375,True,round8: D object hypernyms 2; bbq sauce -> the condiment,round8,round8,False
libero_object/3,libero_object,3,pick up the bbq sauce and place it in the basket,unassigned,,pick up the bottle and place it in the basket,pick up the condiment and place it in the basket,False,replace,bottle,condiment,3,noun/other,60,82,22,0.015343081584873396,0.026605201586451514,29,1,12,8,0.00341796875,False,,round8,round8,True
libero_object/4,libero_object,4,pick up the ketchup and place it in the basket,unassigned,,pick up the ketchup and place it in the basket,pick up the sauce and place it in the basket,True,replace,ketchup,sauce,3,noun/other,98,2,-96,7.994442411452559e-22,4.957808841313453e-26,1,48,0,1,7.105427357601002e-15,True,round4: B hypernym collision vs control; COLLIDES: bbq sauce also in scene,round4,round4,True
libero_object/4,libero_object,4,pick up the ketchup and place it in the basket,unassigned,,pick up the bottle and place it in the basket,pick up the sauce and place it in the basket,False,replace,bottle,sauce,3,noun/other,96,2,-94,5.3596431266344786e-21,1.2394720336344059e-24,1,47,0,2,1.4210854715202004e-14,False,,round5,round4,True
libero_object/4,libero_object,4,pick up the ketchup and place it in the basket,unassigned,,pick up the red bottle and place it in the basket,pick up the sauce and place it in the basket,False,replace,red bottle,sauce,3,noun/other,58,2,-56,9.956815331667582e-10,2.3242966247261294e-10,1,28,0,21,7.450580596923828e-09,False,,round5,round4,True
libero_object/4,libero_object,4,pick up the ketchup and place it in the basket,unassigned,,pick up the ketchup and place it in the basket,pick up the red bottle and place it in the basket,True,replace,ketchup,red bottle,3,noun/other,98,58,-40,1.3787959792321344e-06,9.424687942739307e-07,28,21,1,0,1.0967254638671875e-05,True,round5: red bottle; color separates ketchup from the other bottles,round4,round5,True
libero_object/4,libero_object,4,pick up the ketchup and place it in the basket,unassigned,,pick up the bottle and place it in the basket,pick up the red bottle and place it in the basket,False,insert,,red,3,color,96,58,-38,6.335850684831535e-06,6.9994538061897515e-06,29,19,0,2,3.814697265625e-06,False,,round5,round5,True
libero_object/4,libero_object,4,pick up the ketchup and place it in the basket,unassigned,,pick up the ketchup and place it in the basket,pick up the bottle and place it in the basket,True,replace,ketchup,bottle,3,noun/other,98,96,-2,0.5577341459422835,1.0,47,2,1,0,1.0,True,"round5: bottle; target is a bottle, but 3 bottles present",round4,round5,False
libero_object/5,libero_object,5,pick up the tomato sauce and place it in the basket,unassigned,,pick up the tomato sauce and place it in the basket,pick up the bottle and place it in the basket,True,replace,tomato sauce,bottle,3,noun/other,94,80,-14,0.037392405388139746,0.07130815271626866,38,9,2,1,0.0654296875,True,round5: bottle; target is a can; bbq sauce is the bottle,round4,round5,False
libero_object/5,libero_object,5,pick up the tomato sauce and place it in the basket,unassigned,,pick up the tomato sauce and place it in the basket,pick up the can and place it in the basket,True,replace,tomato sauce,can,3,noun/other,94,90,-4,0.4609947864255787,0.7149836629646897,42,5,3,0,0.7265625,True,round5: can; target is the only can in scene,round4,round5,False
libero_object/5,libero_object,5,pick up the tomato sauce and place it in the basket,unassigned,,pick up the tomato sauce and place it in the basket,pick up the sauce and place it in the basket,True,delete,tomato,,3,words removed,94,96,2,0.64635519553949,1.0,45,2,3,0,1.0,True,round4: B hypernym collision vs control; COLLIDES: bbq sauce also in scene,round4,round4,False
libero_object/5,libero_object,5,pick up the tomato sauce and place it in the basket,unassigned,,pick up the can and place it in the basket,pick up the sauce and place it in the basket,False,replace,can,sauce,3,noun/other,90,96,6,0.23967772321846303,0.4360315033131094,45,0,3,2,0.25,False,,round5,round4,False
libero_object/5,libero_object,5,pick up the tomato sauce and place it in the basket,unassigned,,pick up the bottle and place it in the basket,pick up the can and place it in the basket,False,replace,bottle,can,3,noun/other,80,90,10,0.1614294623670833,0.26233945735337133,36,4,9,1,0.266845703125,False,,round5,round5,False
libero_object/5,libero_object,5,pick up the tomato sauce and place it in the basket,unassigned,,pick up the bottle and place it in the basket,pick up the sauce and place it in the basket,False,replace,bottle,sauce,3,noun/other,80,96,16,0.013823023820376697,0.027746259148170357,39,1,9,1,0.021484375,False,,round5,round4,False
libero_object/6,libero_object,6,pick up the butter and place it in the basket,unassigned,A_in_finetune,pick up the butter and place it in the basket,pick up the block and place it in the basket,True,replace,butter,block,3,noun/other,100,82,-18,0.0016616944579835038,0.002634204400259045,41,9,0,0,0.00390625,True,round8: D object hypernyms 2; butter -> the block,round8,round8,True
libero_object/6,libero_object,6,pick up the butter and place it in the basket,unassigned,A_in_finetune,pick up the butter and place it in the basket,pick up the stick and place it in the basket,True,replace,butter,stick,3,noun/other,100,84,-16,0.003189699706216857,0.005770162019615051,42,8,0,0,0.0078125,True,round8: D object hypernyms 2; butter -> the stick,round8,round8,False
libero_object/6,libero_object,6,pick up the butter and place it in the basket,unassigned,A_in_finetune,pick up the block and place it in the basket,pick up the stick and place it in the basket,False,replace,block,stick,3,noun/other,82,84,2,0.7900717569416608,1.0,39,2,3,6,1.0,False,,round8,round8,False
libero_object/7,libero_object,7,pick up the milk and place it in the basket,unassigned,,pick up the milk and place it in the basket,pick up the drink and place it in the basket,True,replace,milk,drink,3,noun/other,100,94,-6,0.0786401793488283,0.24242424242424243,47,3,0,0,0.25,True,round4: B hypernym collision vs control; COLLIDES: orange juice also in scene,round4,round4,False
libero_object/7,libero_object,7,pick up the milk and place it in the basket,unassigned,,pick up the milk and place it in the basket,pick up the carton and place it in the basket,True,replace,milk,carton,3,noun/other,100,96,-4,0.15312745101966943,0.494949494949495,48,2,0,0,0.5,True,"round5: carton; target is a carton, orange juice also a carton",round4,round5,False
libero_object/7,libero_object,7,pick up the milk and place it in the basket,unassigned,,pick up the carton and place it in the basket,pick up the drink and place it in the basket,False,replace,carton,drink,3,noun/other,96,94,-2,0.64635519553949,1.0,46,2,1,1,1.0,False,,round5,round4,False
libero_object/8,libero_object,8,pick up the chocolate pudding and place it in the basket,unassigned,,pick up the chocolate pudding and place it in the basket,pick up the cup and place it in the basket,True,replace,chocolate pudding,cup,3,noun/other,100,64,-36,2.7966913074614887e-06,1.1774868348472536e-06,32,18,0,0,7.62939453125e-06,True,round8: D object hypernyms 2; chocolate pudding -> the cup,round8,round8,True
libero_object/8,libero_object,8,pick up the chocolate pudding and place it in the basket,unassigned,,pick up the chocolate pudding and place it in the basket,pick up the snack and place it in the basket,True,replace,chocolate pudding,snack,3,noun/other,100,96,-4,0.15312745101966943,0.494949494949495,48,2,0,0,0.5,True,round8: D object hypernyms 2; chocolate pudding -> the snack,round8,round8,False
libero_object/8,libero_object,8,pick up the chocolate pudding and place it in the basket,unassigned,,pick up the cup and place it in the basket,pick up the snack and place it in the basket,False,replace,cup,snack,3,noun/other,64,96,32,6.33424836662401e-05,8.837214201696432e-05,32,0,16,2,3.0517578125e-05,False,,round8,round8,True
libero_object/9,libero_object,9,pick up the orange juice and place it in the basket,unassigned,A_in_finetune,pick up the orange juice and place it in the basket,pick up the bottle and place it in the basket,True,replace,orange juice,bottle,3,noun/other,98,12,-86,5.460022261836526e-18,2.5929164526284597e-20,6,43,0,1,2.2737367544323206e-13,True,round5: bottle; target is a carton; 3 bottles present,round4,round5,True
libero_object/9,libero_object,9,pick up the orange juice and place it in the basket,unassigned,A_in_finetune,pick up the orange juice and place it in the basket,pick up the carton and place it in the basket,True,replace,orange juice,carton,3,noun/other,98,12,-86,5.460022261836526e-18,2.5929164526284597e-20,6,43,0,1,2.2737367544323206e-13,True,round5: carton; target is the only carton in scene,round4,round5,True
libero_object/9,libero_object,9,pick up the orange juice and place it in the basket,unassigned,A_in_finetune,pick up the orange juice and place it in the basket,pick up the drink and place it in the basket,True,replace,orange juice,drink,3,noun/other,98,20,-78,2.2000183934226924e-15,5.1313188290338985e-17,10,39,0,1,3.637978807091713e-12,True,round4: B hypernym collision vs control; CONTROL: only drink in its scene,round4,round4,True
libero_object/9,libero_object,9,pick up the orange juice and place it in the basket,unassigned,A_in_finetune,pick up the orange juice and place it in the basket,pick up the juice and place it in the basket,True,delete,orange,,3,color,98,96,-2,0.5577341459422835,1.0,47,2,1,0,1.0,True,round5: juice; substring of the canonical name,round4,round5,False
libero_object/9,libero_object,9,pick up the orange juice and place it in the basket,unassigned,A_in_finetune,pick up the bottle and place it in the basket,pick up the carton and place it in the basket,False,replace,bottle,carton,3,noun/other,12,12,0,1.0,0.9999999999999998,4,2,2,42,1.0,False,,round5,round5,False
libero_object/9,libero_object,9,pick up the orange juice and place it in the basket,unassigned,A_in_finetune,pick up the bottle and place it in the basket,pick up the drink and place it in the basket,False,replace,bottle,drink,3,noun/other,12,20,8,0.2752335240748342,0.41394662156586004,5,1,5,39,0.21875,False,,round5,round4,False
libero_object/9,libero_object,9,pick up the orange juice and place it in the basket,unassigned,A_in_finetune,pick up the carton and place it in the basket,pick up the drink and place it in the basket,False,replace,carton,drink,3,noun/other,12,20,8,0.2752335240748342,0.41394662156586004,6,0,4,40,0.125,False,,round5,round4,False
libero_object/9,libero_object,9,pick up the orange juice and place it in the basket,unassigned,A_in_finetune,pick up the drink and place it in the basket,pick up the juice and place it in the basket,False,replace,drink,juice,3,noun/other,20,96,76,1.3693300731541966e-14,8.994964635519071e-16,10,0,38,2,7.275957614183426e-12,False,,round4,round5,True
libero_object/9,libero_object,9,pick up the orange juice and place it in the basket,unassigned,A_in_finetune,pick up the bottle and place it in the basket,pick up the juice and place it in the basket,False,replace,bottle,juice,3,noun/other,12,96,84,3.546104228856269e-17,5.327891625799862e-19,6,0,42,2,4.547473508864641e-13,False,,round5,round5,True
libero_object/9,libero_object,9,pick up the orange juice and place it in the basket,unassigned,A_in_finetune,pick up the carton and place it in the basket,pick up the juice and place it in the basket,False,replace,carton,juice,3,noun/other,12,96,84,3.546104228856269e-17,5.327891625799862e-19,6,0,42,2,4.547473508864641e-13,False,,round5,round5,True
libero_spatial/1,libero_spatial,1,pick up the black bowl next to the ramekin and place it on the plate,unassigned,,pick up the black bowl next to the ramekin and place it on the plate,pick up the black bowl next to the dish and place it on the plate,True,replace,ramekin,dish,8,noun/other,100,62,-38,1.2775102876441465e-06,4.5950705750136725e-07,31,19,0,0,3.814697265625e-06,True,round4: A locator (2 identical bowls; locator is the only disambiguator); ramekin->dish in a locator,round4,round4,True
libero_spatial/3,libero_spatial,3,pick up the black bowl on the cookie box and place it on the plate,unassigned,,pick up the black bowl on the cookie box and place it on the plate,pick up the black bowl on the cookie tin and place it on the plate,True,replace,box,tin,8,noun/other,100,96,-4,0.15312745101966943,0.494949494949495,48,2,0,0,0.5,True,round4: A locator (2 identical bowls; locator is the only disambiguator); locator paraphrase,round4,round4,False
libero_spatial/3,libero_spatial,3,pick up the black bowl on the cookie box and place it on the plate,unassigned,,pick up the black bowl on the cookie box and place it on the plate,pick up the black bowl on the cookies and place it on the plate,True,replace,cookie box,cookies,7,noun/other,100,100,0,1.0,1.0,50,0,0,0,1.0,True,round8: G spatial locator nouns; cookie box -> cookies,round4,round8,False
libero_spatial/3,libero_spatial,3,pick up the black bowl on the cookie box and place it on the plate,unassigned,,pick up the black bowl on the cookie tin and place it on the plate,pick up the black bowl on the cookies and place it on the plate,False,replace,cookie tin,cookies,7,noun/other,96,100,4,0.15312745101966943,0.494949494949495,48,0,2,0,0.5,False,,round4,round8,False
libero_spatial/4,libero_spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,unassigned,,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,pick up the black bowl in the upper drawer of the wooden cabinet and place it on the plate,True,replace,top,upper,7,noun/other,90,90,0,1.0,1.0,43,2,2,3,1.0,True,round4: A locator (2 identical bowls; locator is the only disambiguator); replicates top->upper (90/28 was z=1.85),round4,round4,False
libero_spatial/4,libero_spatial,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,unassigned,,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,pick up the black bowl in the top drawer of the cabinet and place it on the plate,True,delete,wooden,,11,color,90,96,6,0.23967772321846303,0.4360315033131094,44,1,4,1,0.375,True,round8: G spatial locator nouns; drop 'wooden',round4,round8,False
libero_spatial/5,libero_spatial,5,pick up the black bowl on the ramekin and place it on the plate,unassigned,A_in_finetune,pick up the black bowl on the ramekin and place it on the plate,pick up the black bowl on the dish and place it on the plate,True,replace,ramekin,dish,7,noun/other,96,86,-10,0.08061281453855491,0.15950501461502106,41,7,2,0,0.1796875,True,round4: A locator (2 identical bowls; locator is the only disambiguator); ramekin->dish; Bridge found 'ramekin' toxic,roll50,round4,False
libero_spatial/5,libero_spatial,5,pick up the black bowl on the ramekin and place it on the plate,unassigned,A_in_finetune,pick up the black bowl on the ramekin and place it on the plate,pick up the black bowl on the ramekin and place it onto the plate,True,replace,on,onto,11,preposition/particle,96,92,-4,0.39970292178238365,0.6777322876074912,45,3,1,1,0.625,True,roll50: proposed; probe50,roll50,roll50,False
libero_spatial/5,libero_spatial,5,pick up the black bowl on the ramekin and place it on the plate,unassigned,A_in_finetune,pick up the black bowl on the ramekin and place it on the plate,pick up the black bowl on the ramekin and place it on the dish,True,replace,plate,dish,13,noun/other,96,96,0,1.0,0.9999999999999999,46,2,2,0,1.0,True,roll50: proposed; probe50,roll50,roll50,False
libero_spatial/5,libero_spatial,5,pick up the black bowl on the ramekin and place it on the plate,unassigned,A_in_finetune,pick up the black bowl on the ramekin and place it on the plate,pick up the dark bowl on the ramekin and place it on the plate,True,replace,black,dark,3,noun/other,96,98,2,0.5577341459422835,1.0,48,0,1,1,1.0,True,roll50: proposed; probe50,roll50,roll50,False
