task,phrase,kind,base_kind,proxy,n_ctx,gt_success,source
put pot in sink,move the small metal pot of yellow food into the sink,search,,0.9855431912809874,80,,search_boards
put pot in sink,put pot in sink,original,,0.988652177329814,80,,search_boards
put pot in sink,place the metal cooking pot in the sink,search,,0.9947037418607217,80,,search_boards
put pot in sink,move the pot of fake food to the sink,search,,0.9947132745052323,80,,search_boards
put pot on stove which is near stove,set the pot on the stove burner,search,,0.9469348124890608,80,,search_boards
put pot on stove which is near stove,put the pot that is in the sink onto the stove,search,,0.9491917605699213,80,,search_boards
put pot on stove which is near stove,place the pot onto the stove,search,,0.9494748756665483,80,,search_boards
put pot on stove which is near stove,set the small silver pot on the stove burner,search,,0.9733451613651166,80,,search_boards
put pot on stove which is near stove,set the small silver pot on the stove,search,,0.9838853007748746,80,,search_boards
put pot on stove which is near stove,set the small pot on the stove,search,,0.9861635023451621,80,,search_boards
put pot on stove which is near stove,set the silver pot on the stove,search,,0.9872440168331724,80,,search_boards
put pot on stove which is near stove,put pot on stove which is near stove,original,,0.9894840233073762,80,,search_boards
put pot or pan from sink into drying rack,place the silver pot in the yellow drying basket,search,,0.9907619094263693,80,,search_boards
put pot or pan from sink into drying rack,put the metal pot in the yellow rack,search,,0.9908782486058402,80,,search_boards
put pot or pan from sink into drying rack,put the metal pot inside the yellow dish rack,search,,0.9912687324383862,80,,search_boards
put pot or pan from sink into drying rack,put pot or pan from sink into drying rack,original,,0.9921307475753783,80,,search_boards
put pot or pan from sink into drying rack,transfer the silver pot from within the sink into the yellow drying basket,search,,0.9923863557948529,80,,search_boards
put pot or pan from sink into drying rack,transfer the silver pot from the sink into the yellow drying basket,search,,0.9923872109968921,80,,search_boards
put pot or pan from sink into drying rack,place the silver pot from the sink into the yellow drying basket,search,,0.9924187865479391,80,,search_boards
put pot or pan from sink into drying rack,move the silver pot from the sink into the yellow drying basket,search,,0.9924671758125199,80,,search_boards
put pot or pan from sink into drying rack,transfer the pot from the sink into the yellow dish drainer,search,,0.9927029225517174,80,,search_boards
put pot or pan from sink into drying rack,transfer the pot from the sink to the dish drainer,search,,0.9933820011358344,80,,search_boards
put pot or pan from sink into drying rack,place the silver pot from the sink into the yellow dish drainer,search,,0.9934685006341978,80,,search_boards
put pot or pan from sink into drying rack,transfer the silver pot from the sink to the yellow dish drainer,search,,0.9935647420718118,80,,search_boards
put pot or pan from sink into drying rack,transfer the silver pot from the sink into the yellow dish drainer,search,,0.9940285767026904,80,,search_boards
put pot or pan in sink,put metal pot in sink,search,,0.9795223973335028,80,,search_boards
put pot or pan in sink,place the metal pot inside the sink,search,,0.9838727332195032,80,,search_boards
put pot or pan in sink,put the metal pot in the sink,search,,0.9847924341542033,80,,search_boards
put pot or pan in sink,put pot or pan in sink,original,,0.9896580770723111,80,,search_boards
put pot or pan in sink,drop the metal pot inside the sink,search,,0.9946335128346766,80,,search_boards
put pot or pan in sink,place the small metal pot in the sink,search,,0.994639551342285,80,,search_boards
put pot or pan on stove,set the silver pot on the left burner,search,,0.9483555609848017,80,,search_boards
put pot or pan on stove,set the silver pot on the left stove burner,search,,0.9497996908314869,80,,search_boards
put pot or pan on stove,put the silver pot on the stove burner,search,,0.9809832105059182,80,,search_boards
put pot or pan on stove,place the silver pot on the stove burner,search,,0.9831158160301355,80,,search_boards
put pot or pan on stove,put the silver pot on the left burner,search,,0.9871107659033663,80,,search_boards
put pot or pan on stove,put pot or pan on stove,original,,0.9880595818504171,80,,search_boards
put pot or pan on stove,set the small metal pot on the stove,search,,0.9888921866950063,80,,search_boards
put pot or pan on stove,set the silver cooking pot on the burner,search,,0.9889517097456009,80,,search_boards
put pot or pan on stove,place the small silver pot on the stove,search,,0.989007226109523,80,,search_boards
put potato in pot cardboard fence,put the yellow potato in the orange pot,search,,0.9735412168446426,80,,search_boards
put potato in pot cardboard fence,place the yellow potato in the orange pot,search,,0.9799560353676231,80,,search_boards
put potato in pot cardboard fence,put the yellow potato in the pot,search,,0.9880181124367382,80,,search_boards
put potato in pot cardboard fence,place potato in orange pot,search,,0.9880261498635409,80,,search_boards
put potato in pot cardboard fence,put potato in pot cardboard fence,original,,0.9909027702909247,80,,search_boards
put potato in pot cardboard fence,put the yellow potato in the orange cup,search,,0.9947482788661511,80,,search_boards
put potato in pot cardboard fence,move the potato into the orange pot,search,,0.9947547795583043,80,,search_boards
put potato in pot or pan,put the yellow potato into the metal pot,search,,0.9708475065444212,80,,search_boards
put potato in pot or pan,put the yellow potato inside the metal pot,search,,0.9708539131796842,80,,search_boards
put potato in pot or pan,put the yellow potato in the metal pot,search,,0.9730112952045911,80,,search_boards
put potato in pot or pan,place the yellow potato into the metal pot,search,,0.9734857619687831,80,,search_boards
put potato in pot or pan,put potato in pot or pan,original,,0.983070663128291,80,,search_boards
put potato in pot or pan,drop the potato into the pot,search,,0.9946443772821774,80,,search_boards
put potato in pot or pan,put potato in pot,search,,0.9946449802207401,80,,search_boards
put potato on plate,put potato on plate,original,,0.9868621612967216,80,,search_boards
put potato on plate,place the potato onto the pink plate,search,,0.9871136459178709,80,,search_boards
put potato on plate,put the potato on pink plate,search,,0.987451870933469,80,,search_boards
put potato on plate,put potato on pink plate,search,,0.987704586042554,80,,search_boards
put potato on plate,place potato on red plate,search,,0.9947031455030838,80,,search_boards
put red bottle in sink,place the red bottle in the basin,search,,0.9846391091785874,80,,search_boards
put red bottle in sink,grab the red bottle and drop it in the sink,search,,0.9892974882573374,80,,search_boards
put red bottle in sink,grab the red bottle and place it in the sink,search,,0.9898429450702735,80,,search_boards
put red bottle in sink,grab the red bottle and put it in the sink,search,,0.9898497709784203,80,,search_boards
put red bottle in sink,put red bottle in sink,original,,0.9905999347280999,80,,search_boards
put red bottle in sink,place red bottle in the sink,search,,0.9946642386482764,80,,search_boards
put red bottle in sink,drop the red bottle into the sink,search,,0.9946696426582653,80,,search_boards
put redcube in pan and put pan on stove,place red block in pan and move pan to stove burner,search,,0.96497468172547,80,,search_boards
put redcube in pan and put pan on stove,put the red toy in the metal pot and place the pot on the stove,search,,0.9787336712989849,80,,search_boards
put redcube in pan and put pan on stove,place red block in the pan and put the pan on the stove burner,search,,0.9840229096543945,80,,search_boards
put redcube in pan and put pan on stove,put the red block in the pan and place the pan on the stove burner,search,,0.9848279926095321,80,,search_boards
put redcube in pan and put pan on stove,put the red block in the pan and set the pan on the stove burner,search,,0.984942573475826,80,,search_boards
put redcube in pan and put pan on stove,put the red block in the pan and put the pan on the stove burner,search,,0.9849727608050834,80,,search_boards
put redcube in pan and put pan on stove,put redcube in pan and put pan on stove,original,,0.9852434242548441,80,,search_boards
put redcube in pan and put pan on stove,put the red block in the pan and put the pan on the stove,search,,0.9877949826718018,80,,search_boards
put redcube in pan and put pan on stove,put the red block in the pan and set the pan on the stove,search,,0.9881102219331966,80,,search_boards
put redcube in pan and put pan on stove,put red block inside the pan and put the pan on the stove burner,search,,0.9884974843627495,80,,search_boards
put redcube in pan and put pan on stove,place red block inside the pan and put the pan on the stove burner,search,,0.9885718930805593,80,,search_boards
put small spoon from basket to tray,place the small spoon from the grey container to the tray,search,,0.8691193564620017,80,,search_boards
put small spoon from basket to tray,transfer the small spoon from the basket to the tray,search,,0.8873435917155456,80,,search_boards
put small spoon from basket to tray,transfer small spoon from basket to tray,search,,0.9037072538416316,80,,search_boards
put small spoon from basket to tray,move small spoon from basket to tray,search,,0.9878982628737157,80,,search_boards
put small spoon from basket to tray,transfer the small spoon from basket to tray,search,,0.9883185124776946,80,,search_boards
put small spoon from basket to tray,put the small spoon from basket to tray,search,,0.9890563423455906,80,,search_boards
put small spoon from basket to tray,place small spoon from basket to tray,search,,0.9892710894598847,80,,search_boards
put small spoon from basket to tray,put small spoon from basket to tray,original,,0.9894580797140791,80,,search_boards
put spatula in pan,put spatula in the pan,search,,0.9883576520364913,80,,search_boards
put spatula in pan,put spatula inside the pan,search,,0.9884394237620895,80,,search_boards
put spatula in pan,put spatula in pan,original,,0.989007226109523,80,,search_boards
put spatula in pan,place spatula in pan,search,,0.9891149954236457,80,,search_boards
put spatula in pan,put the spatula in the pot,search,,0.9917812638791603,80,,search_boards
put spatula in pan,put spatula into pot,search,,0.9922630752251946,80,,search_boards
put spatula in pan,place the spatula in the pot,search,,0.992433250625351,80,,search_boards
put spatula on cutting board,place the spatula on top of the cutting board,search,,0.99112652159253,80,,search_boards
put spatula on cutting board,put the spatula on the board,search,,0.991291236492487,80,,search_boards
put spatula on cutting board,lay the spatula on the cutting board,search,,0.9913409319082137,80,,search_boards
put spatula on cutting board,set the spatula on the green cutting board,search,,0.9916856832184252,80,,search_boards
put spatula on cutting board,put spatula on cutting board,original,,0.9917154956161962,80,,search_boards
put spatula on cutting board,place the spatula on the cutting board,search,,0.9947589121942483,80,,search_boards
put spatula on cutting board,set the spatula on top of the cutting board,search,,0.9947642208244645,80,,search_boards
put spatula on plate sink,place the green spatula in the blue bowl,search,,0.9569324909942108,80,,search_boards
put spatula on plate sink,place the small spatula in the blue bowl in the sink,search,,0.9794951341102944,80,,search_boards
put spatula on plate sink,place the green spatula inside the blue bowl in the sink,search,,0.9832412423692899,80,,search_boards
put spatula on plate sink,place the spatula in the blue bowl inside the sink,search,,0.9855866710383726,80,,search_boards
put spatula on plate sink,put spatula on plate sink,original,,0.9908557128689846,80,,search_boards
put spatula on plate sink,set the spatula in the blue bowl inside the sink,search,,0.9947239783318716,80,,search_boards
put spatula on plate sink,put the small spatula into the blue bowl,search,,0.9947251663144832,80,,search_boards
put spoon in bowl sink,place the spoon in the blue bowl,search,,0.9850779478670619,80,,search_boards
put spoon in bowl sink,drop the spoon inside the blue bowl,search,,0.9871179647488181,80,,search_boards
put spoon in bowl sink,put the spoon into the blue bowl,search,,0.9879953107731281,80,,search_boards
put spoon in bowl sink,drop the spoon into the blue bowl,search,,0.9881022402600632,80,,search_boards
put spoon in bowl sink,put spoon in bowl sink,original,,0.9905672038039809,80,,search_boards
put spoon in bowl sink,place the spoon inside the blue bowl,search,,0.9946310955376868,80,,search_boards
put spoon in bowl sink,put the spoon in the blue bowl,search,,0.9946437742760935,80,,search_boards
put spoon in bowl sink,drop the spoon in the blue bowl,search,,0.9946479939009976,80,,search_boards
put spoon in pot,place the spoon inside the metal pot,search,,0.9731506509318769,80,,search_boards
put spoon in pot,place the blue and white spoon in the metal pot,search,,0.9749744620934309,80,,search_boards
put spoon in pot,place the blue spoon inside the metal pot,search,,0.9772228057591014,80,,search_boards
put spoon in pot,put the spoon in the metal pot,search,,0.9775007991189841,80,,search_boards
put spoon in pot,put spoon in pot,original,,0.9840815304096582,80,,search_boards
put spoon in pot,put the toy spoon in the pot,search,,0.9936324174521888,80,,search_boards
put spoon in pot,put the spoon in the pot,search,,0.9936460103646643,80,,search_boards
put spoon in pot,place the spoon inside the pot,search,,0.9937635497479469,80,,search_boards
put spoon in pot,place the spoon in the pot,search,,0.9938249808645189,80,,search_boards
put spoon in pot,place the spoon in the metal pot,search,,0.9945867891508252,80,,search_boards
put strawberry in pot,move the strawberry into the metal pot,search,,0.9838025373042649,80,,search_boards
put strawberry in pot,move the strawberry to the pot,search,,0.9842824148986622,80,,search_boards
put strawberry in pot,move the strawberry inside the pot,search,,0.9852763019751384,80,,search_boards
put strawberry in pot,transfer the strawberry to the pot,search,,0.9857354506089061,80,,search_boards
put strawberry in pot,put strawberry in pot,original,,0.9872283271488945,80,,search_boards
put strawberry in pot,move the strawberry to the silver pot,search,,0.989314254027848,80,,search_boards
put strawberry in pot,move the strawberry into the pot,search,,0.9905576801515937,80,,search_boards
put strawberry in pot,put the strawberry inside the pot,search,,0.9906357038185205,80,,search_boards
put stuffedduck in pan,[dry-run:gemini] 7fce974fabc9,rephrased,search,0.7654724238505448,80,,loop_gemini
put stuffedduck in pan,put the yellow toy in the metal pan,search,,0.9748248897382227,80,,search_boards
put stuffedduck in pan,put the yellow toy duck in the metal pan,search,,0.9812953046021962,80,,search_boards
put stuffedduck in pan,place the yellow toy duck in the pot,search,,0.9877840605598744,80,,search_boards
put stuffedduck in pan,put the yellow toy duck in the pot,search,,0.9884057457160186,80,,search_boards
put stuffedduck in pan,put stuffedduck in pan,original,,0.9924451416532319,80,,search_boards
put stuffedduck in pan,place the yellow duck in the pan,search,,0.9947150599751714,80,,search_boards
put stuffedduck in pan,put the yellow duck in the pan,search,,0.9947221958589335,80,,search_boards
put stuffedduck in pan,place yellow duck in pot,search,,0.9947352534298293,80,,search_boards
put sushi in pot or pan,move the red sushi into the metal pot,search,,0.9770964902111401,80,,search_boards
put sushi in pot or pan,place the red sushi in the pot,search,,0.9787877919815933,80,,search_boards
put sushi in pot or pan,put red sushi in the silver pot,search,,0.982124404793973,80,,search_boards
put sushi in pot or pan,put red sushi inside the metal pot,search,,0.982302379181035,80,,search_boards
put sushi in pot or pan,put sushi in pot or pan,original,,0.9902773132960218,80,,search_boards
put sushi in pot or pan,place the sushi in the pot,search,,0.9946989691290246,80,,search_boards
put sushi in pot or pan,put the sushi inside the metal pot,search,,0.9947108929452819,80,,search_boards
put sushi in pot or pan,put the red sushi in the pot,search,,0.9947269477895274,80,,search_boards
put sushi in pot or pan,place the red sushi inside the pot,search,,0.9947411780616208,80,,search_boards
put sweet potato in pan which is on stove,put sweet potato in pot,search,,0.8284000073527858,80,,search_boards
put sweet potato in pan which is on stove,put the sweet potato into the silver pan,search,,0.854912593197513,80,,search_boards
put sweet potato in pan which is on stove,place sweet potato in the metal pot,search,,0.8571168827627252,80,,search_boards
put sweet potato in pan which is on stove,put the sweet potato into the silver pot,search,,0.867722483556354,80,,search_boards
put sweet potato in pan which is on stove,put the sweet potato into the metal pan,search,,0.8715337259919675,80,,search_boards
put sweet potato in pan which is on stove,place the sweet potato into the silver pot,search,,0.885072117983786,80,,search_boards
put sweet potato in pan which is on stove,place the sweet potato in the silver pot,search,,0.970411886738239,80,,search_boards
put sweet potato in pan which is on stove,put the sweet potato in the silver pot,search,,0.9761138842283834,80,,search_boards
put sweet potato in pan which is on stove,put the sweet potato in the silver metal pot,search,,0.9787595719364538,80,,search_boards
put sweet potato in pan which is on stove,put sweet potato in pan which is on stove,original,,0.9804437138635915,80,,search_boards
put sweet potato in pan which is on stove,put the sweet potato in the silver pan,search,,0.982981894676608,80,,search_boards
put sweet potato in pot,place the sweet potato in the pot,search,,0.9820327626923427,80,,search_boards
put sweet potato in pot,place the sweet potato inside the pot,search,,0.9824649681649683,80,,search_boards
put sweet potato in pot,place the sweet potato into the pot,search,,0.9825000343767708,80,,search_boards
put sweet potato in pot,put sweet potato in pot,original,,0.9843051637258533,80,,search_boards
put sweet potato in pot,put sweet potato into the pot,search,,0.9946959839995257,80,,search_boards
put sweet potato in pot which is in sink,put sweet potato in pot which is in sink,original,,0.9658477673090337,80,,search_boards
put sweet potato in pot which is in sink,place the sweet potato in the silver pot inside the sink,search,,0.9677122311850341,80,,search_boards
put sweet potato in pot which is in sink,put the sweet potato inside the silver pot inside the sink,search,,0.9697880861611277,80,,search_boards
put sweet potato in pot which is in sink,place the sweet potato in the metal pot inside the sink,search,,0.9697980339515099,80,,search_boards
put sweet potato in pot which is in sink,put the sweet potato in the pot inside the sink,search,,0.9741295614134277,80,,search_boards
put sweet potato in pot which is in sink,put the sweet potato in the metal pot inside the sink,search,,0.984768682946386,80,,search_boards
put sweet potato in pot which is in sink,put the orange sweet potato in the silver pot,search,,0.9847856518181974,80,,search_boards
put sweet potato in pot which is in sink,place the orange sweet potato in the metal pot,search,,0.9848786484371418,80,,search_boards
put the ball in the cup,stack the yellow block on the blue block,search,,0.7864165758871147,80,,search_boards
put the ball in the cup,stack yellow block on top of blue block,search,,0.8543078242586338,80,,search_boards
put the ball in the cup,place the yellow block on top of the blue block,search,,0.8637892061609553,80,,search_boards
put the ball in the cup,put the ball in the cup,original,,0.9861248360747976,80,,search_boards
put the blue figure on the top edge of the cloth,place the blue block at the top edge of the towel,search,,0.8399057325647445,80,,search_boards
put the blue figure on the top edge of the cloth,put the blue block at the top edge of the cloth,search,,0.8414974249759538,80,,search_boards
put the blue figure on the top edge of the cloth,place the blue block on the top edge of the cloth,search,,0.9084457466494461,80,,search_boards
put the blue figure on the top edge of the cloth,place the blue block onto the top edge of the cloth,search,,0.937792408775099,80,,search_boards
put the blue figure on the top edge of the cloth,put the blue figure on the top edge of the cloth,original,,0.9895251670764471,80,,search_boards
put the blue figure on the top edge of the cloth,place the blue block on the upper edge of the cloth,search,,0.9947600923523646,80,,search_boards
put the blue figure on the top edge of the cloth,put the blue block on the top section of the cloth,search,,0.9947683460608885,80,,search_boards
put the silver lid on the silver pot,put the silver lid on the silver bowl,search,,0.9858669535675035,80,,search_boards
put the silver lid on the silver pot,put the silver lid on the metal pot,search,,0.9864599631145108,80,,search_boards
put the silver lid on the silver pot,put the silver lid on top of the pot,search,,0.9881513763781841,80,,search_boards
put the silver lid on the silver pot,put the lid on the metal pot,search,,0.9883367937598138,80,,search_boards
put the silver lid on the silver pot,put the silver lid on the silver pot,original,,0.9889479988127401,80,,search_boards
put the silver lid on the silver pot,place the silver lid on the metal bowl,search,,0.9947476874968917,80,,search_boards
put the yellow duck in the drawer,get the yellow cloth out,search,,0.8721660642951682,80,,search_boards
put the yellow duck in the drawer,take the yellow rag out of the dryer,search,,0.9150023013656164,80,,search_boards
put the yellow duck in the drawer,take the yellow cloth,search,,0.9360261268968029,80,,search_boards
put the yellow duck in the drawer,pick up the yellow cloth,search,,0.9503045941391274,80,,search_boards
put the yellow duck in the drawer,put the yellow duck in the drawer,original,,0.9885654973196264,80,,search_boards
put the yellow duck in the drawer,take out the yellow cloth,search,,0.994744729656856,80,,search_boards
right pepper shaker,put the grey shaker next to the dial,search,,0.9526607956460579,80,,search_boards
right pepper shaker,move the grey shaker next to the dial,search,,0.9557079426409502,80,,search_boards
right pepper shaker,put the grey shaker next to the stove dial,search,,0.9703891277541031,80,,search_boards
right pepper shaker,put the grey shaker on the right,search,,0.9835773477760876,80,,search_boards
right pepper shaker,right pepper shaker,original,,0.9867205262712301,80,,search_boards
right pepper shaker,move the grey bottle to the top right,search,,0.9946786372468571,80,,search_boards
right pepper shaker,move the grey container to the right,search,,0.9946912043141307,80,,search_boards
sweep into pile,brush the black beans into a heap,search,,0.9910324536330095,80,,search_boards
sweep into pile,brush the black beans into a pile,search,,0.9917461286269647,80,,search_boards
sweep into pile,sweep all the beans together,search,,0.9923863557948529,80,,search_boards
sweep into pile,sweep into pile,original,,0.9927258453609749,80,,search_boards
sweep into pile,sweep the black beans into one heap,search,,0.9928594816842283,80,,search_boards
sweep into pile,sweep the coffee beans together,search,,0.9946600317622839,80,,search_boards
sweep into pile,sweep the beans to the center,search,,0.99467144278492,80,,search_boards
take banana out of colander,grab the banana and remove it from the colander,search,,0.9878317736425656,80,,search_boards
take banana out of colander,grab the banana and take it out of the colander,search,,0.9892036015322967,80,,search_boards
take banana out of colander,get the banana and remove it from the colander,search,,0.9893238228007708,80,,search_boards
take banana out of colander,get the yellow banana out of the colander,search,,0.989661552074511,80,,search_boards
take banana out of colander,take banana out of colander,original,,0.9907960357192609,80,,search_boards
take banana out of colander,remove the banana from the colander,search,,0.9946726425334168,80,,search_boards
take banana out of colander,pick up the banana out of the colander,search,,0.9946768395376734,80,,search_boards
take banana out of colander,get the banana out of the colander,search,,0.9946906065523029,80,,search_boards
take beet from pot sink,lift beet from pot sink,search,,0.989125958213724,80,,search_boards
take beet from pot sink,take beet from orange pot sink,search,,0.9910324536330095,80,,search_boards
take beet from pot sink,take the beet from pot sink,search,,0.991630437452563,80,,search_boards
take beet from pot sink,take beet from pot sink,original,,0.9918235976258784,80,,search_boards
take beet from pot sink,take the beet out of the pot in the sink,search,,0.9936538667637699,80,,search_boards
take beet from pot sink,take the beet from the orange cup in the sink,search,,0.9936602875469053,80,,search_boards
take beet from pot sink,pick up the beet from the pot inside the sink,search,,0.9936610005686853,80,,search_boards
take broccoli out of pan,pick up the green broccoli from the pot,search,,0.9865007233900571,80,,search_boards
take broccoli out of pan,grab the broccoli from the pot,search,,0.987759450501319,80,,search_boards
take broccoli out of pan,grab the green broccoli from the pot,search,,0.9881354623473919,80,,search_boards
take broccoli out of pan,take broccoli out of pan,original,,0.9892914941782849,80,,search_boards
take broccoli out of pan,lift the green broccoli from the pot,search,,0.9893560548743057,80,,search_boards
take broccoli out of pan,pick up the broccoli from the pot,search,,0.9894249689956037,80,,search_boards
take broccoli out of pan,remove the green broccoli from the pot,search,,0.9894498116625113,80,,search_boards
take broccoli out of pan,remove broccoli from metal pot,search,,0.9894663413550588,80,,search_boards
take clothes out of laundry machine,pull cloth out of washing machine,search,,0.9901146850677047,80,,search_boards
take clothes out of laundry machine,remove cloth from washing machine,search,,0.9903023476448654,80,,search_boards
take clothes out of laundry machine,remove white cloth from washing machine,search,,0.9903359886291301,80,,search_boards
take clothes out of laundry machine,remove the cloth from the washing machine,search,,0.9912863492025855,80,,search_boards
take clothes out of laundry machine,take clothes out of laundry machine,original,,0.9931086479070976,80,,search_boards
take clothes out of laundry machine,take the cloth out of the dryer,search,,0.9947600923523646,80,,search_boards
take clothes out of laundry machine,take cloth out of dryer,search,,0.9947671677519349,80,,search_boards
take corn out of bowl sink,take corn from blue bowl,search,,0.982733975934098,80,,search_boards
take corn out of bowl sink,take the corn out of the blue cup,search,,0.9828869580247643,80,,search_boards
take corn out of bowl sink,take corn out of bowl sink,original,,0.9866640471810568,80,,search_boards
take corn out of bowl sink,take corn out of bowl,search,,0.9874560778495887,80,,search_boards
take corn out of bowl sink,take corn out of the blue bowl,search,,0.9894969714058212,80,,search_boards
take corn out of bowl sink,get the corn from the blue bowl,search,,0.9895286862653698,80,,search_boards
take cucumber out of cup,pull the green cucumber out of the red cup,search,,0.9895766647661178,80,,search_boards
take cucumber out of cup,pull the green cucumber out of the cup,search,,0.9897847411198857,80,,search_boards
take cucumber out of cup,pick up the cucumber from inside the cup,search,,0.9916931462763944,80,,search_boards
take cucumber out of cup,pull the cucumber out of the cup,search,,0.99221600829152,80,,search_boards
take cucumber out of cup,take cucumber out of cup,original,,0.9927405436914231,80,,search_boards
take cucumber out of cup,lift the green cucumber out of the cup,search,,0.994765399793504,80,,search_boards
take cucumber out of cup,take the cucumber out of the red cup,search,,0.9947677569394069,80,,search_boards
take cup off plate,remove orange cup from plate,search,,0.98466476860771,80,,search_boards
take cup off plate,take orange cup off yellow plate,search,,0.9864130145741989,80,,search_boards
take cup off plate,take orange cup off plate,search,,0.9872368875184031,80,,search_boards
take cup off plate,grab the orange cup off the plate,search,,0.9878331341654787,80,,search_boards
take cup off plate,take cup off plate,original,,0.9884768736870204,80,,search_boards
take cup off plate,pick up the orange cup off the plate,search,,0.9907681235171439,80,,search_boards
take cup off plate,grab the orange cup from the plate,search,,0.9910796104924392,80,,search_boards
take cup off plate,remove the orange cup from the yellow plate,search,,0.9921519288794116,80,,search_boards
take cup off plate,take the orange cup off the yellow plate,search,,0.9922543804814229,80,,search_boards
take cup off plate,remove orange cup from yellow plate,search,,0.9923089959440526,80,,search_boards
take cup off plate,take the orange cup away from the yellow plate,search,,0.9923743729514577,80,,search_boards
take lid off pot or pan,remove the metal lid from the pot,search,,0.9714406570315184,80,,search_boards
take lid off pot or pan,remove the lid of the silver pot,search,,0.9732303896552903,80,,search_boards
take lid off pot or pan,take off the metal lid from the pot,search,,0.9744443202243794,80,,search_boards
take lid off pot or pan,take the metal lid off the pot,search,,0.9770888895620808,80,,search_boards
take lid off pot or pan,take lid off pot or pan,original,,0.9848988641072745,80,,search_boards
take lid off pot or pan,take the lid off the silver pot,search,,0.9946443772821774,80,,search_boards
take lid off pot or pan,take off the lid of the silver pot,search,,0.9946473912999286,80,,search_boards
take spatula off plate sink,take the green spatula from the plate,search,,0.9778858965997181,80,,search_boards
take spatula off plate sink,take the green spatula off the plate,search,,0.9783893525103919,80,,search_boards
take spatula off plate sink,grab the green spatula off the plate,search,,0.9787006621620339,80,,search_boards
take spatula off plate sink,pick up the green spatula off the plate,search,,0.9801595653767279,80,,search_boards
take spatula off plate sink,take spatula off plate sink,original,,0.9854217349448919,80,,search_boards
take spatula off plate sink,remove the spatula from the yellow plate,search,,0.9946876167387996,80,,search_boards
take spatula off plate sink,lift the green spatula off the plate,search,,0.9947031455030838,80,,search_boards
take spatula off plate sink,grab the spatula from the plate,search,,0.994704338151575,80,,search_boards
take sushi off plate,grab the sushi up from the green plate,search,,0.9870877029065978,80,,search_boards
take sushi off plate,pick the sushi up from the green plate,search,,0.990645149518379,80,,search_boards
take sushi off plate,pick up the sushi from the green plate,search,,0.9907929384968502,80,,search_boards
take sushi off plate,pick the sushi up off the green plate,search,,0.9911025976160934,80,,search_boards
take sushi off plate,take sushi off plate,original,,0.9914720829043542,80,,search_boards
take sushi off plate,pick up the sushi on the plate,search,,0.9947340677069818,80,,search_boards
take sushi off plate,grab the sushi off the plate,search,,0.9947417701599176,80,,search_boards
take sushi off plate,grab the sushi from the green plate,search,,0.9947541889171938,80,,search_boards
take sushi out of pan,pick up the red piece from the pot,search,,0.9717468113665328,80,,search_boards
take sushi out of pan,take the red sushi out of the pot,search,,0.9870371105191237,80,,search_boards
take sushi out of pan,remove the red sushi from the pot,search,,0.9889281863454151,80,,search_boards
take sushi out of pan,take sushi out of pan,original,,0.9895404084485427,80,,search_boards
take sushi out of pan,remove the red piece from the pot,search,,0.9902882056487402,80,,search_boards
take sushi out of pan,take the red sushi out of the silver pot,search,,0.9945623576539597,80,,search_boards
take sushi out of pan,grasp the red sushi from the pot and set it down,search,,0.9945776401596296,80,,search_boards
take sushi out of pot cardboard fence,grasp the red pepper and move it onto the counter,search,,0.991395175673211,80,,search_boards
take sushi out of pot cardboard fence,grasp the red pepper and set it down on the counter,search,,0.9917387127729559,80,,search_boards
take sushi out of pot cardboard fence,grasp the red pepper and place it on the counter,search,,0.9918465143196952,80,,search_boards
take sushi out of pot cardboard fence,grasp the red pepper and put it on the counter,search,,0.9918930670288587,80,,search_boards
take sushi out of pot cardboard fence,take sushi out of pot cardboard fence,original,,0.9921923684044119,80,,search_boards
take sushi out of pot cardboard fence,grab the red pepper and move it outside the cardboard wall,search,,0.9946702427676816,80,,search_boards
take sushi out of pot cardboard fence,place the red pepper outside the wooden cutting tray,search,,0.9946726425334168,80,,search_boards
take sushi out of pot cardboard fence,pick up the red pepper and set it down on the right,search,,0.9946798353841527,80,,search_boards
take the eggplant and put it between the two right burners,move the purple eggplant to the back right side of the desk,search,,0.9270659922483323,80,,search_boards
take the eggplant and put it between the two right burners,grasp the purple eggplant and put it on the back right of the table,search,,0.9310852591360921,80,,search_boards
take the eggplant and put it between the two right burners,grab the purple eggplant and move it to the back right of the desk,search,,0.9395388010574746,80,,search_boards
take the eggplant and put it between the two right burners,grasp the eggplant and place it on the empty space near the back,search,,0.951837298896076,80,,search_boards
take the eggplant and put it between the two right burners,take the eggplant and put it between the two right burners,original,,0.9902292430621544,80,,search_boards
take the eggplant and put it between the two right burners,move the purple eggplant to the top right section of the table,search,,0.9946912043141307,80,,search_boards
take the eggplant and put it between the two right burners,pick up the purple eggplant and place it near the back right corner of the table,search,,0.9946989691290246,80,,search_boards
topple basil bottle cardboard fence,knock over the red jar on the left,search,,0.9753255534845481,80,,search_boards
topple basil bottle cardboard fence,push over the red jar,search,,0.976762290792494,80,,search_boards
topple basil bottle cardboard fence,push over the red bottle on the left,search,,0.9840708878522242,80,,search_boards
topple basil bottle cardboard fence,topple the red bottle on the left,search,,0.986248194558162,80,,search_boards
topple basil bottle cardboard fence,topple basil bottle cardboard fence,original,,0.9887734443310224,80,,search_boards
topple basil bottle cardboard fence,push the red bottle over,search,,0.9946804343521749,80,,search_boards
topple basil bottle cardboard fence,tip over the red jar,search,,0.9946828295535984,80,,search_boards
