task,phrase,proxy,n_ctx,gt_success,source
topple hot sauce bottle cardboard fence,topple hot sauce bottle,,80,,search_boards
topple hot sauce bottle cardboard fence,topple hot sauce bottle cardboard fence,,80,,search_boards
topple hot sauce bottle cardboard fence,topple hot sauce bottle in cardboard fence,,80,,search_boards
topple hot sauce bottle cardboard fence,topple the red bottle on the table,,80,,search_boards
topple hot sauce bottle cardboard fence,knock over the red bottle in the tray,,80,,search_boards
topple hot sauce bottle cardboard fence,tip over the red bottle,,80,,search_boards
turn faucet front to left,push faucet lever left,,80,,search_boards
turn faucet front to left,push the faucet lever left,,80,,search_boards
turn faucet front to left,turn silver faucet lever to the left,,80,,search_boards
turn faucet front to left,turn faucet lever to the left,,80,,search_boards
turn faucet front to left,turn faucet front to left,,80,,search_boards
turn faucet front to left,rotate the faucet lever to the left,,80,,search_boards
turn faucet front to left,push the faucet lever to the left,,80,,search_boards
turn faucet left,rotate faucet left,,80,,search_boards
turn faucet left,rotate faucet handle left,,80,,search_boards
turn faucet left,rotate the faucet left,,80,,search_boards
turn faucet left,rotate the faucet handle leftward,,80,,search_boards
turn faucet left,turn faucet left,,80,,search_boards
turn faucet left,rotate faucet to the left,,80,,search_boards
turn faucet left,turn faucet handle to the left,,80,,search_boards
turn faucet left,push faucet to the left,,80,,search_boards
turn faucet right,rotate silver faucet knob clockwise,,80,,search_boards
turn faucet right,rotate the metallic faucet knob to the right,,80,,search_boards
turn faucet right,rotate faucet clockwise,,80,,search_boards
turn faucet right,rotate the faucet clockwise,,80,,search_boards
turn faucet right,turn faucet right,,80,,search_boards
turn faucet right,rotate faucet handle rightwards,,80,,search_boards
turn faucet right,rotate the metal faucet to the right,,80,,search_boards
turn faucet right,rotate faucet knob to the right,,80,,search_boards
turn lever vertical to front,[dry-run:gemini] 621dc73ae4ca,0.2078973924918147,80,,loop_gemini
turn lever vertical to front,turn lever vertical to front,,80,,search_boards
turn lever vertical to front,pull the silver handle forward,,80,,search_boards
turn lever vertical to front,turn the silver handle forward,,80,,search_boards
turn lever vertical to front,point the silver handle forward,,80,,search_boards
turn lever vertical to front,rotate the silver handle forward,,80,,search_boards
turn lever vertical to front,point the faucet lever forward,,80,,search_boards
turn lever vertical to front,rotate the faucet lever to the vertical position,,80,,search_boards
turn lever vertical to front,turn the silver handle on the faucet forward,,80,,search_boards
turn lever vertical to front,turn the silver faucet handle to the front,,80,,search_boards
turn lever vertical to front,turn the faucet handle forward,,80,,search_boards
turn lever vertical to front,turn the faucet lever forward,,80,,search_boards
unfold the cloth from bottom left to top right,unfold the cloth from bottom left to top right,,80,,search_boards
unfold the cloth from bottom left to top right,unfold the cloth diagonally,,80,,search_boards
unfold the cloth from bottom left to top right,unfold the light blue cloth,,80,,search_boards
unfold the cloth from bottom left to top right,open up the blue cloth,,80,,search_boards
unfold the cloth from bottom right to top left,unfold the cloth from bottom right to top left,,80,,search_boards
unfold the cloth from bottom right to top left,unfold the yellow cloth from bottom right to top left,,80,,search_boards
unfold the cloth from bottom right to top left,unfold the yellow cloth starting from bottom right to top left,,80,,search_boards
unfold the cloth from bottom right to top left,open up the yellow cloth from bottom right to top left,,80,,search_boards
unfold the cloth from bottom right to top left,unfold the yellow cloth towards the top left,,80,,search_boards
unfold the cloth from bottom to top,[dry-run:gemini] fbd89ec11076,0.2408364013490311,80,,loop_gemini
unfold the cloth from bottom to top,unfold the cloth from bottom to top,,80,,search_boards
unfold the cloth from bottom to top,open up the cloth from bottom to top,,80,,search_boards
unfold the cloth from bottom to top,open up the orange cloth from bottom to top,,80,,search_boards
unfold the cloth from bottom to top,open up the orange towel from bottom to top,,80,,search_boards
unfold the cloth from bottom to top,flatten the orange rag from bottom to top,,80,,search_boards
unfold the cloth from bottom to top,flatten the orange cloth from bottom to top,,80,,search_boards
unfold the cloth from bottom to top,unfold orange cloth from bottom to top,,80,,search_boards
unfold the cloth from left to right,unfold the cloth from left to right,,80,,search_boards
unfold the cloth from left to right,open up the yellow cloth from left to right,,80,,search_boards
unfold the cloth from left to right,open the yellow cloth from left to right,,80,,search_boards
unfold the cloth from left to right,open up the yellow cloth to the right,,80,,search_boards
unfold the cloth from left to right,open up the cloth from left to right,,80,,search_boards
unfold the cloth from left to right,unfold the yellow cloth from left to right,,80,,search_boards
unfold the cloth from left to right,unfold the yellow towel to the right,,80,,search_boards
unfold the cloth from right to left,unfold the cloth from right to left,,80,,search_boards
unfold the cloth from right to left,spread out the orange cloth to the left,,80,,search_boards
unfold the cloth from right to left,spread the orange cloth leftward,,80,,search_boards
unfold the cloth from right to left,spread the orange cloth to the left,,80,,search_boards
unfold the cloth from right to left,spread the orange rag to the left,,80,,search_boards
unfold the cloth from right to left,spread the orange cloth from right to left,,80,,search_boards
unfold the cloth from right to left,unfold the orange rag,,80,,search_boards
unfold the cloth from right to left,unfold the orange cloth to the left,,80,,search_boards
unfold the cloth from right to left,spread out the orange cloth from right to left,,80,,search_boards
unfold the cloth from top left to bottom right,unfold the cloth from top left to bottom right,,80,,search_boards
unfold the cloth from top left to bottom right,unfold the cloth from top-left to bottom-right,,80,,search_boards
unfold the cloth from top left to bottom right,unfold the cloth from top left to bottom right corner,,80,,search_boards
unfold the cloth from top left to bottom right,unfold the cloth from top left toward bottom right,,80,,search_boards
unfold the cloth from top left to bottom right,unfold the cloth from the top left to the bottom right,,80,,search_boards
unfold the cloth from top left to bottom right,unfold the cloth diagonally from top left to bottom right,,80,,search_boards
unfold the cloth from top left to bottom right,unfold the blue cloth from the top left corner to the bottom right,,80,,search_boards
unfold the cloth from top right to bottom left,unfold the cloth from top right to bottom left,,80,,search_boards
unfold the cloth from top right to bottom left,unfold the blue cloth starting from the top right,,80,,search_boards
unfold the cloth from top right to bottom left,unfold the blue fabric starting from the top right,,80,,search_boards
unfold the cloth from top right to bottom left,pull open the blue cloth from top right to bottom left,,80,,search_boards
unfold the cloth from top right to bottom left,unfold the blue fabric from the top right corner,,80,,search_boards
unfold the cloth from top right to bottom left,unfold the blue cloth downwards and to the left,,80,,search_boards
unzip zipper bag,unzip zipper bag,,80,,search_boards
unzip zipper bag,pull the zipper on the black protective case,,80,,search_boards
unzip zipper bag,unzip the black carrying case,,80,,search_boards
unzip zipper bag,unzip the black protective case,,80,,search_boards
unzip zipper bag,unzip the small black protective case,,80,,search_boards
unzip zipper bag,pull open the zipper on the black bag,,80,,search_boards
unzip zipper bag,unzip the small black bag,,80,,search_boards
upright basil bottle cardboard fence,upright basil bottle cardboard fence,,80,,search_boards
upright basil bottle cardboard fence,stand up the red plastic bottle,,80,,search_boards
upright basil bottle cardboard fence,stand up the red container,,80,,search_boards
upright basil bottle cardboard fence,stand up the spice bottle,,80,,search_boards
upright basil bottle cardboard fence,stand up the red spice bottle,,80,,search_boards
upright basil bottle cardboard fence,stand up the red bottle,,80,,search_boards
upright basil bottle cardboard fence,stand upright the red bottle,,80,,search_boards
upright basil bottle cardboard fence,make the red bottle stand up,,80,,search_boards
upright basil bottle cardboard fence,stand up the red jar,,80,,search_boards
upright hot sauce bottle cardboard fence,upright hot sauce bottle cardboard fence,,80,,search_boards
upright hot sauce bottle cardboard fence,set the red sauce bottle upright,,80,,search_boards
upright hot sauce bottle cardboard fence,stand up the red bottle in the tray,,80,,search_boards
upright hot sauce bottle cardboard fence,set the red bottle standing up,,80,,search_boards
upright hot sauce bottle cardboard fence,place the red bottle standing up in the tray,,80,,search_boards
upright hot sauce bottle cardboard fence,set the red sauce bottle standing up,,80,,search_boards
upright hot sauce bottle cardboard fence,place the red bottle standing up,,80,,search_boards
upright hot sauce bottle cardboard fence,pick up and place the hot sauce bottle upright,,80,,search_boards
upright hot sauce bottle cardboard fence,stand up the red sauce bottle inside the box,,80,,search_boards
wipe pot with sponge,[dry-run:gemini] a37748b5edd5,0.900518987315776,80,,loop_gemini
wipe pot with sponge,use the yellow sponge to wipe off the pot,,80,,search_boards
wipe pot with sponge,use the yellow sponge to wipe down the pot,,80,,search_boards
wipe pot with sponge,use the yellow sponge to clean off the pot,,80,,search_boards
wipe pot with sponge,wipe pot with sponge,,80,,search_boards
wipe pot with sponge,use the yellow sponge to wipe the pot,,80,,search_boards
wipe pot with sponge,use the yellow sponge to clean the pot,,80,,search_boards
wipe pot with sponge,use the sponge to wipe the pot,,80,,search_boards
wipe pot with sponge,clean the pot with the yellow sponge,,80,,search_boards
zip zipper bag,zip zipper bag,,80,,search_boards
zip zipper bag,zip the black pouch closed,,80,,search_boards
zip zipper bag,zip the round black pouch,,80,,search_boards
zip zipper bag,zip up the round black pouch,,80,,search_boards
zip zipper bag,zip up the black pouch,,80,,search_boards
zip zipper bag,close the zipper on the black bag,,80,,search_boards
zip zipper bag,zip up the black case,,80,,search_boards
